,key_ID,parliament_ID,session_ID,sitting_ID,item_ID,sitting_date,item_number,member_text,text,notice_date,constituency,full_name,member_number
2013,1838,42,42-1,42-1-49,42-1-Q-141,5/5/16,Q-141,Mr. Zimmer (Prince GeorgeðPeace RiverðNorthern Rockies),"Q-141 ð April 28, 2016  ð Mr. Zimmer (Prince GeorgeðPeace RiverðNorthern Rockies) ð With regard to government institutions subject to Access to Information requests, and as of April 22, 2016: (a) what is the budget for processing these requests, broken down by institution; (b) for each institution in (a), how many employees process these requests, broken down by full-time and part-time employees; and (c) for each institution in (a), what is the breakdown of employees and funds allocated to each (i) division, (ii) directorate, (iii) office, (iv) secretariat, (v) other organization that processes these requests?",4/28/16,Prince GeorgeðPeace RiverðNorthern Rockies,Bob Zimmer,801
2014,1839,42,42-1,42-1-49,42-1-Q-142,5/5/16,Q-142,Mr. Zimmer (Prince GeorgeðPeace RiverðNorthern Rockies),"Q-142 ð April 28, 2016  ð Mr. Zimmer (Prince GeorgeðPeace RiverðNorthern Rockies) ð With regard to materials prepared for Deputy Heads of departments, Senior Associate Deputy Ministers, Associate Deputy Ministers, Assistant Deputy Ministers, or the equivalent of these positions at any Agency, Board or Crown Corporation, for the period of November 4, 2015, to April 22, 2016: for every briefing document prepared, what is (i) the date, (ii) the title and subject matter, (iii) the departmentðs internal tracking number?",4/28/16,Prince GeorgeðPeace RiverðNorthern Rockies,Bob Zimmer,801
2015,1840,42,42-1,42-1-49,42-1-Q-143,5/5/16,Q-143,Mr. Reid (LanarkðFrontenacðKingston),"Q-143 ð April 28, 2016  ð Mr. Reid (LanarkðFrontenacðKingston) ð With regard to electoral reform for the period between October 19, 2015, and April 22, 2016: (a) what individuals and organizations were consulted by, or provided submissions to, the office of the Minister of Democratic Institutions, broken down by date, including, (i) the name of the individual, (ii) the organization represented by the individual, (iii) the organization consulted, if the names of the individuals being consulted are not known or available, (iv) the location or method of the consultation, (v) the specific subject matter of the consultation; (b) with respect to the eight principles to guide electoral reform, (i) what process was used to establish the principles, (ii) what instructions were given by the Minister of Democratic Institutions regarding the process in (b)(i), (iii) what instructions were given by any other minister for the process in (b)(i), (iv) what individuals and organizations were consulted to inform the principles in (b)(i), if different than information provided in (a), (v) what are the details of any research undertaken to contribute to the principles, (vi) what submissions were received, if any, by the office of the Minister of Democratic Institutions from sources outside the government, including the identity of the source of the submission, the date the submission was received, and the title or topic of the submission; (c) have any Memorandums to Cabinet (MC) or any Ministerial Recommendations (MR) been signed by the Minister of Democratic Institutions; (d) if (c) is answered in the affirmative, (i) what was the date each MC or MR was signed, (ii) what was the topic of each MC or MR; (e) what were the itemized total expenses incurred for public opinion research, broken down by contract, including for each, (i) the date ordered, (ii) the date delivered, (iii) the vendor; (f) what were the itemized total expenses incurred by the office of the Minister of Democratic Institutions for consultations, broken down by type, including, (i) the date of the expense, (ii) the person who incurred the expense, (iii) the purpose for the expense; (g) what were the itemized total expenses incurred by the office of the Minister of Democratic Institutions for travel related to consultations, broken down by type, including, (i) the date of the expense, (ii) the person who incurred the expense, (iii) the purpose for the expense; (h) what were the itemized total expenses incurred by the Privy Council Office, excluding those incurred by the office of the Minister, for consultations, broken down by type, including, (i) the date of the expense, (ii) the person who incurred the expense, (iii) the purpose for the expense; and (i) what were the itemized total expenses incurred by the Privy Council Office, excluding those incurred by the office of the Minister, for travel related to consultations, broken down by type, including, (i) the date of the expense, (ii) the person who incurred the expense, (iii) the purpose for the expense?",4/28/16,LanarkðFrontenacðKingston,Scott Reid,625
2016,1841,42,42-1,42-1-49,42-1-Q-144,5/5/16,Q-144,Mr. Shields (Bow River),"Q-144 ð April 28, 2016  ð Mr. Shields (Bow River) ð With regard to the governmentðs policy on seeking clemency for Canadians sentenced to death abroad: (a) under what circumstances will the government seek clemency; (b) when was the current policy adopted; (c) who proposed the current policy; and (d) how was it adopted?",4/28/16,Bow River,Martin Shields,677
2017,1842,42,42-1,42-1-49,42-1-Q-145,5/5/16,Q-145,Mr. Shields (Bow River),"Q-145 ð April 28, 2016  ð Mr. Shields (Bow River) ð With regard to the representation of First Nation, Mðtis, Inuit or Aboriginal Canadians employed by Correctional Service Canada (CSC), as of April 22, 2016, broken down by province and territory: (a) what was the number of CSC employees; (b) how many CSC employees were First Nation, Mðtis, Inuit or Aboriginal Canadians; (c) what percentage of CSC employees were First Nation, Mðtis, Inuit or Aboriginal Canadians; (d) what was the number of management-level CSC employees; (e) how many management-level CSC employees were First Nation, Mðtis, Inuit or Aboriginal Canadians; and (f) what percentage of management-level CSC employees were First Nation, Mðtis, Inuit or Aboriginal Canadians?",4/28/16,Bow River,Martin Shields,677
2018,1843,42,42-1,42-1-49,42-1-Q-146,5/5/16,Q-146,Mr. Shields (Bow River),"Q-146 ð April 28, 2016  ð Mr. Shields (Bow River) ð With regard to Temporary Resident Permits (TRP) and Temporary Work Permits (TWP), for the period from November 3, 2015, to April 22, 2016: (a) how many TRP have been issued for individuals suspected to be victims of human trafficking; (b) how many TRP have been renewed for individuals suspected to be victims of human trafficking; (c) how many TWP have been issued to individuals who are exotic dancers; and (d) how many TWP have been renewed for individuals who are exotic dancers?",4/28/16,Bow River,Martin Shields,677
2019,1844,42,42-1,42-1-49,42-1-Q-147,5/5/16,Q-147,Mr. Shields (Bow River),"Q-147 ð April 28, 2016  ð Mr. Shields (Bow River) ð With regard to each Ministerðs office, including costs paid out of the Ministerðs office budget or other government funds, from November 3, 2015, to April 22, 2016: what was the total cost spent on (i) wine, spirits, beer and other alcohol, (ii) bottled water, (iii) soft drinks, (iv) potato chips, nuts and other snacks. (v) coffee, cream, non-dairy creamer, sugar and related supplies, (vi) food, other than food included above?",4/28/16,Bow River,Martin Shields,677
2020,1845,42,42-1,42-1-49,42-1-Q-148,5/5/16,Q-148,Ms. Bergen (PortageðLisgar),"Q-148 ð April 28, 2016  ð Ms. Bergen (PortageðLisgar) ð With regard to the transitional environmental review process for natural resources infrastructure projects: (a) of the five principles of this process, what is their order of importance, arranged from most important to least important; (b) how will ministerial representatives appointed to projects be selected; (c) for all those identified in (b), to whom will ministerial representatives report; and (d) what criteria will be used in selecting temporary members for the National Energy Board?",4/28/16,PortageðLisgar,Candice Bergen,69
2021,1846,42,42-1,42-1-49,42-1-Q-149,5/5/16,Q-149,Mr. Warkentin (Grande PrairieðMackenzie),"Q-149 ð April 28, 2016  ð Mr. Warkentin (Grande PrairieðMackenzie) ð With regard to the Temporary Foreign Worker Program, as of April 22, 2016, what is: (a) the number of all positions authorized through Labour Market Opinions, broken down by region and National Occupation Code; and (b) the number of all temporary foreign workers, broken down by region and National Occupation Code, employed by (i) any government department, (ii) any government agency, (iii) any Crown Corporation?",4/28/16,Grande PrairieðMackenzie,Chris Warkentin,771
2022,1847,42,42-1,42-1-49,42-1-Q-151,5/5/16,Q-151,Mr. Kmiec (Calgary Shepard),"Q-151 ð April 28, 2016  ð Mr. Kmiec (Calgary Shepard) ð With regard to the Disability Tax Credit (DTC): (a) what are all the medical conditions that successfully qualified for DTC in the 2015-2016 fiscal year; (b) what is the refusal rate of DTC applications submitted by persons diagnosed with phenylketonuria in the 2015-2016 fiscal year; (c) what is the criteria for denying a DTC application for a person diagnosed with phenylketonuria; (d) what is the number of appeals filed for rejected DTC applications related to phenylketonuria since the beginning of the 2015-2016 fiscal year; (e) what is the average DTC amount claimed for expenses related to phenylketonuria; and (f) what are the measures undertaken by the Canada Revenue Agency to ensure its workers have a good understanding of the medical conditions they are reviewing as part of DTC applications?",4/28/16,Calgary Shepard,Tom Kmiec,399
2023,1848,42,42-1,42-1-49,42-1-Q-152,5/5/16,Q-152,Mr. Albas (Central OkanaganðSimilkameenðNicola),"Q-152 ð April 28, 2016  ð Mr. Albas (Central OkanaganðSimilkameenðNicola) ð With regard to government travel, for the period of November 3, 2015, to April 22, 2016: (a) which ministers have used rented limousines while on official business, within Canada or elsewhere; and (b) for each use identified in (a), what was (i) the date of the rental, (ii) the location of the rental, (iii) the nature of the official business, (iv) the cost of the rental?",4/28/16,Central OkanaganðSimilkameenðNicola,Dan Albas,8
