"key_ID","parliament_ID","session_ID","question_ID","question_number","member_ID","member_name","constituency","event_ID","date","event"
7886,"41","41-2","41-2-Q-289","Q-289",539,"Philip Toone","Gaspésie—Îles-de-la-Madeleine",2,2014-03-24,"Made an Order for Return and answer tabled"
7887,"41","41-2","41-2-Q-290","Q-290",107,"Guy Caron","Rimouski-Neigette—Témiscouata—Les Basques",1,2014-02-05,"Notice"
7888,"41","41-2","41-2-Q-290","Q-290",107,"Guy Caron","Rimouski-Neigette—Témiscouata—Les Basques",2,2014-03-24,"Made an Order for Return and answer tabled"
7889,"41","41-2","41-2-Q-291","Q-291",126,"François Choquette","Drummond",1,2014-02-05,"Notice"
7890,"41","41-2","41-2-Q-291","Q-291",126,"François Choquette","Drummond",2,2014-03-24,"Made an Order for Return and answer tabled"
7891,"41","41-2","41-2-Q-292","Q-292",225,"Jonathan Genest-Jourdain","Manicouagan",1,2014-02-05,"Notice"
7892,"41","41-2","41-2-Q-292","Q-292",225,"Jonathan Genest-Jourdain","Manicouagan",2,2014-03-24,"Made an Order for Return and answer tabled"
7893,"41","41-2","41-2-Q-293","Q-293",451,"Anne Minh-Thu Quach","Beauharnois—Salaberry",1,2014-02-05,"Notice"
7894,"41","41-2","41-2-Q-293","Q-293",451,"Anne Minh-Thu Quach","Beauharnois—Salaberry",2,2014-03-24,"Answered"
7895,"41","41-2","41-2-Q-294","Q-294",388,"Marc-André Morin","Laurentides—Labelle",1,2014-02-05,"Notice"
7896,"41","41-2","41-2-Q-294","Q-294",388,"Marc-André Morin","Laurentides—Labelle",2,2014-03-24,"Made an Order for Return and answer tabled"
7897,"41","41-2","41-2-Q-295","Q-295",113,"Sean Casey","Charlottetown",1,2014-02-05,"Notice"
7898,"41","41-2","41-2-Q-295","Q-295",113,"Sean Casey","Charlottetown",2,2014-03-24,"Made an Order for Return and answer tabled"
7899,"41","41-2","41-2-Q-296","Q-296",22,"Charlie Angus","Timmins—James Bay",1,2014-02-05,"Notice"
7900,"41","41-2","41-2-Q-296","Q-296",22,"Charlie Angus","Timmins—James Bay",2,2014-03-24,"Made an Order for Return and answer tabled"
7901,"41","41-2","41-2-Q-297","Q-297",539,"Philip Toone","Gaspésie—Îles-de-la-Madeleine",1,2014-02-07,"Notice"
7902,"41","41-2","41-2-Q-297","Q-297",539,"Philip Toone","Gaspésie—Îles-de-la-Madeleine",2,2014-03-25,"Made an Order for Return and answer tabled"
7903,"41","41-2","41-2-Q-298","Q-298",539,"Philip Toone","Gaspésie—Îles-de-la-Madeleine",1,2014-02-07,"Notice"
7904,"41","41-2","41-2-Q-298","Q-298",539,"Philip Toone","Gaspésie—Îles-de-la-Madeleine",2,2014-03-25,"Answered"
7905,"41","41-2","41-2-Q-299","Q-299",22,"Charlie Angus","Timmins—James Bay",1,2014-02-10,"Notice"
7906,"41","41-2","41-2-Q-299","Q-299",22,"Charlie Angus","Timmins—James Bay",2,2014-03-28,"Made an Order for Return and answer tabled"
7907,"41","41-2","41-2-Q-300","Q-300",241,"Claude Gravelle","Nickel Belt",1,2014-02-10,"Notice"
7908,"41","41-2","41-2-Q-300","Q-300",241,"Claude Gravelle","Nickel Belt",2,2014-03-28,"Made an Order for Return and answer tabled"
7909,"41","41-2","41-2-Q-301","Q-301",153,"Libby Davies","Vancouver East",1,2014-02-11,"Notice"
7910,"41","41-2","41-2-Q-301","Q-301",153,"Libby Davies","Vancouver East",2,2014-03-28,"Answered"
7911,"41","41-2","41-2-Q-302","Q-302",132,"Ryan Cleary","St. John's South—Mount Pearl",1,2014-02-11,"Notice"
7912,"41","41-2","41-2-Q-302","Q-302",132,"Ryan Cleary","St. John's South—Mount Pearl",2,2014-03-27,"Answered"
7913,"41","41-2","41-2-Q-303","Q-303",328,"Laurin Liu","Rivière-des-Mille-Îles",1,2014-02-12,"Notice"
7914,"41","41-2","41-2-Q-303","Q-303",328,"Laurin Liu","Rivière-des-Mille-Îles",2,2014-03-31,"Made an Order for Return and answer tabled"
7915,"41","41-2","41-2-Q-304","Q-304",234,"Ralph Goodale","Wascana",1,2014-02-13,"Notice"
7916,"41","41-2","41-2-Q-304","Q-304",234,"Ralph Goodale","Wascana",2,2014-04-08,"Made an Order for Return and answer tabled"
7917,"41","41-2","41-2-Q-305","Q-305",420,"Annick Papillon","Québec",1,2014-02-20,"Notice"
7918,"41","41-2","41-2-Q-305","Q-305",420,"Annick Papillon","Québec",2,2014-04-09,"Made an Order for Return and answer tabled"
7919,"41","41-2","41-2-Q-306","Q-306",500,"Scott Simms","Bonavista—Gander—Grand Falls—Windsor",1,2014-02-20,"Notice"
7920,"41","41-2","41-2-Q-306","Q-306",500,"Scott Simms","Bonavista—Gander—Grand Falls—Windsor",2,2014-04-09,"Made an Order for Return and answer tabled"
7921,"41","41-2","41-2-Q-307","Q-307",500,"Scott Simms","Bonavista—Gander—Grand Falls—Windsor",1,2014-02-20,"Notice"
7922,"41","41-2","41-2-Q-307","Q-307",500,"Scott Simms","Bonavista—Gander—Grand Falls—Windsor",2,2014-04-08,"Answered"
7923,"41","41-2","41-2-Q-308","Q-308",107,"Guy Caron","Rimouski-Neigette—Témiscouata—Les Basques",1,2014-02-20,"Notice"
7924,"41","41-2","41-2-Q-308","Q-308",107,"Guy Caron","Rimouski-Neigette—Témiscouata—Les Basques",2,2014-04-09,"Made an Order for Return and answer tabled"
7925,"41","41-2","41-2-Q-309","Q-309",148,"Rodger Cuzner","Cape Breton—Canso",1,2014-02-24,"Notice"
7926,"41","41-2","41-2-Q-309","Q-309",148,"Rodger Cuzner","Cape Breton—Canso",2,2014-04-11,"Answer tabled"
7927,"41","41-2","41-2-Q-309","Q-309",148,"Rodger Cuzner","Cape Breton—Canso",3,2014-04-28,"Made an Order for Return and answer tabled"
7928,"41","41-2","41-2-Q-310","Q-310",282,"Yvonne Jones","Labrador",1,2014-02-24,"Notice"
7929,"41","41-2","41-2-Q-310","Q-310",282,"Yvonne Jones","Labrador",2,2014-04-11,"Answer tabled"
7930,"41","41-2","41-2-Q-310","Q-310",282,"Yvonne Jones","Labrador",3,2014-04-28,"Made an Order for Return and answer tabled"
7931,"41","41-2","41-2-Q-311","Q-311",282,"Yvonne Jones","Labrador",1,2014-02-24,"Notice"
7932,"41","41-2","41-2-Q-311","Q-311",282,"Yvonne Jones","Labrador",2,2014-04-10,"Answered"
7933,"41","41-2","41-2-Q-312","Q-312",241,"Claude Gravelle","Nickel Belt",1,2014-02-25,"Notice"
7934,"41","41-2","41-2-Q-312","Q-312",241,"Claude Gravelle","Nickel Belt",2,2014-04-28,"Made an Order for Return and answer tabled"
7935,"41","41-2","41-2-Q-313","Q-313",532,"Glenn Thibeault","Sudbury",1,2014-02-26,"Notice"
7936,"41","41-2","41-2-Q-313","Q-313",532,"Glenn Thibeault","Sudbury",2,2014-04-28,"Made an Order for Return and answer tabled"
7937,"41","41-2","41-2-Q-314","Q-314",397,"Pierre Nantel","Longueuil—Pierre-Boucher",1,2014-02-27,"Notice"
7938,"41","41-2","41-2-Q-314","Q-314",397,"Pierre Nantel","Longueuil—Pierre-Boucher",2,2014-04-28,"Answered"
7939,"41","41-2","41-2-Q-315","Q-315",88,"Ruth Ellen Brosseau","Berthier—Maskinongé",1,2014-02-27,"Notice"
7940,"41","41-2","41-2-Q-315","Q-315",88,"Ruth Ellen Brosseau","Berthier—Maskinongé",2,2014-04-28,"Answered"
7941,"41","41-2","41-2-Q-316","Q-316",88,"Ruth Ellen Brosseau","Berthier—Maskinongé",1,2014-02-27,"Notice"
7942,"41","41-2","41-2-Q-316","Q-316",88,"Ruth Ellen Brosseau","Berthier—Maskinongé",2,2014-04-28,"Answered"
7943,"41","41-2","41-2-Q-317","Q-317",88,"Ruth Ellen Brosseau","Berthier—Maskinongé",1,2014-02-27,"Notice"
7944,"41","41-2","41-2-Q-317","Q-317",88,"Ruth Ellen Brosseau","Berthier—Maskinongé",2,2014-04-28,"Made an Order for Return and answer tabled"
7945,"41","41-2","41-2-Q-318","Q-318",88,"Ruth Ellen Brosseau","Berthier—Maskinongé",1,2014-02-27,"Notice"
7946,"41","41-2","41-2-Q-318","Q-318",88,"Ruth Ellen Brosseau","Berthier—Maskinongé",2,2014-04-28,"Made an Order for Return and answer tabled"
7947,"41","41-2","41-2-Q-319","Q-319",291,"Matthew Kellway","Beaches—East York",1,2014-02-27,"Notice"
7948,"41","41-2","41-2-Q-319","Q-319",291,"Matthew Kellway","Beaches—East York",2,2014-04-28,"Made an Order for Return and answer tabled"
7949,"41","41-2","41-2-Q-319","Q-319",291,"Matthew Kellway","Beaches—East York",3,2014-05-14,"Made an Order for Return and supplementary answer tabled"
7950,"41","41-2","41-2-Q-320","Q-320",207,"Jean-François Fortin","Haute-Gaspésie—La Mitis—Matane—Matapédia",1,2014-02-28,"Notice"
7951,"41","41-2","41-2-Q-320","Q-320",207,"Jean-François Fortin","Haute-Gaspésie—La Mitis—Matane—Matapédia",2,2014-04-28,"Answered"
7952,"41","41-2","41-2-Q-321","Q-321",501,"Jinny Jogindera Sims","Newton—North Delta",1,2014-03-04,"Notice"
7953,"41","41-2","41-2-Q-321","Q-321",501,"Jinny Jogindera Sims","Newton—North Delta",2,2014-04-28,"Answered"
7954,"41","41-2","41-2-Q-322","Q-322",234,"Ralph Goodale","Wascana",1,2014-03-05,"Notice"
7955,"41","41-2","41-2-Q-322","Q-322",234,"Ralph Goodale","Wascana",2,2014-04-28,"Answered"
7956,"41","41-2","41-2-Q-323","Q-323",97,"Gerry Byrne","Humber—St. Barbe—Baie Verte",1,2014-03-06,"Notice"
7957,"41","41-2","41-2-Q-323","Q-323",97,"Gerry Byrne","Humber—St. Barbe—Baie Verte",2,2014-05-06,"Made an Order for Return and answer tabled"
7958,"41","41-2","41-2-Q-324","Q-324",97,"Gerry Byrne","Humber—St. Barbe—Baie Verte",1,2014-03-06,"Notice"
7959,"41","41-2","41-2-Q-324","Q-324",97,"Gerry Byrne","Humber—St. Barbe—Baie Verte",2,2014-05-06,"Made an Order for Return and answer tabled"
7960,"41","41-2","41-2-Q-325","Q-325",188,"Wayne Easter","Malpeque",1,2014-03-06,"Notice"
7961,"41","41-2","41-2-Q-325","Q-325",188,"Wayne Easter","Malpeque",2,2014-05-01,"Answered"
7962,"41","41-2","41-2-Q-326","Q-326",188,"Wayne Easter","Malpeque",1,2014-03-06,"Notice"
7963,"41","41-2","41-2-Q-326","Q-326",188,"Wayne Easter","Malpeque",2,2014-05-02,"Answered"
7964,"41","41-2","41-2-Q-327","Q-327",188,"Wayne Easter","Malpeque",1,2014-03-06,"Notice"
7965,"41","41-2","41-2-Q-327","Q-327",188,"Wayne Easter","Malpeque",2,2014-05-01,"Answered"
7966,"41","41-2","41-2-Q-328","Q-328",366,"John McKay","Scarborough—Guildwood",1,2014-03-06,"Notice"
7967,"41","41-2","41-2-Q-328","Q-328",366,"John McKay","Scarborough—Guildwood",2,2014-05-06,"Made an Order for Return and answer tabled"
7968,"41","41-2","41-2-Q-328","Q-328",366,"John McKay","Scarborough—Guildwood",3,2014-09-15,"Made an Order for Return and revised answer tabled"
7969,"41","41-2","41-2-Q-328","Q-328",366,"John McKay","Scarborough—Guildwood",4,2015-02-27,"Made an Order for Return and supplementary answer tabled"
7970,"41","41-2","41-2-Q-329","Q-329",366,"John McKay","Scarborough—Guildwood",1,2014-03-06,"Notice"
7971,"41","41-2","41-2-Q-329","Q-329",366,"John McKay","Scarborough—Guildwood",2,2014-05-01,"Answered"
7972,"41","41-2","41-2-Q-330","Q-330",140,"Irwin Cotler","Mount Royal",1,2014-03-06,"Notice"
7973,"41","41-2","41-2-Q-330","Q-330",140,"Irwin Cotler","Mount Royal",2,2014-03-17,"Withdrawn"
7974,"41","41-2","41-2-Q-331","Q-331",166,"Paul Dewar","Ottawa Centre",1,2014-03-20,"Notice"
7975,"41","41-2","41-2-Q-331","Q-331",166,"Paul Dewar","Ottawa Centre",2,2014-05-06,"Made an Order for Return and answer tabled"
7976,"41","41-2","41-2-Q-332","Q-332",500,"Scott Simms","Bonavista—Gander—Grand Falls—Windsor",1,2014-03-20,"Notice"
7977,"41","41-2","41-2-Q-332","Q-332",500,"Scott Simms","Bonavista—Gander—Grand Falls—Windsor",2,2014-05-06,"Made an Order for Return and answer tabled"
7978,"41","41-2","41-2-Q-333","Q-333",140,"Irwin Cotler","Mount Royal",1,2014-03-20,"Notice"
7979,"41","41-2","41-2-Q-333","Q-333",140,"Irwin Cotler","Mount Royal",2,2014-05-06,"Made an Order for Return and answer tabled"
7980,"41","41-2","41-2-Q-334","Q-334",140,"Irwin Cotler","Mount Royal",1,2014-03-20,"Notice"
7981,"41","41-2","41-2-Q-334","Q-334",140,"Irwin Cotler","Mount Royal",2,2014-05-06,"Made an Order for Return and answer tabled"
7982,"41","41-2","41-2-Q-335","Q-335",148,"Rodger Cuzner","Cape Breton—Canso",1,2014-03-20,"Notice"
7983,"41","41-2","41-2-Q-335","Q-335",148,"Rodger Cuzner","Cape Breton—Canso",2,2014-05-02,"Answered"
7984,"41","41-2","41-2-Q-336","Q-336",364,"David McGuinty","Ottawa South",1,2014-03-20,"Notice"
7985,"41","41-2","41-2-Q-336","Q-336",364,"David McGuinty","Ottawa South",2,2014-05-06,"Made an Order for Return and answer tabled"
7986,"41","41-2","41-2-Q-337","Q-337",26,"Niki Ashton","Churchill",1,2014-03-20,"Notice"
7987,"41","41-2","41-2-Q-337","Q-337",26,"Niki Ashton","Churchill",2,2014-05-06,"Made an Order for Return and answer tabled"
7988,"41","41-2","41-2-Q-338","Q-338",113,"Sean Casey","Charlottetown",1,2014-03-24,"Notice"
7989,"41","41-2","41-2-Q-338","Q-338",113,"Sean Casey","Charlottetown",2,2014-05-12,"Made an Order for Return and answer tabled"
7990,"41","41-2","41-2-Q-339","Q-339",113,"Sean Casey","Charlottetown",1,2014-03-24,"Notice"
7991,"41","41-2","41-2-Q-339","Q-339",113,"Sean Casey","Charlottetown",2,2014-05-12,"Made an Order for Return and answer tabled"
7992,"41","41-2","41-2-Q-340","Q-340",113,"Sean Casey","Charlottetown",1,2014-03-24,"Notice"
7993,"41","41-2","41-2-Q-340","Q-340",113,"Sean Casey","Charlottetown",2,2014-05-12,"Made an Order for Return and answer tabled"
7994,"41","41-2","41-2-Q-341","Q-341",169,"Stéphane Dion","Saint-Laurent—Cartierville",1,2014-03-24,"Notice"
7995,"41","41-2","41-2-Q-341","Q-341",169,"Stéphane Dion","Saint-Laurent—Cartierville",2,2014-05-12,"Made an Order for Return and answer tabled"
7996,"41","41-2","41-2-Q-341","Q-341",169,"Stéphane Dion","Saint-Laurent—Cartierville",3,2014-05-30,"Made an Order for Return and revised answer tabled"
7997,"41","41-2","41-2-Q-342","Q-342",501,"Jinny Jogindera Sims","Newton—North Delta",1,2014-03-24,"Notice"
7998,"41","41-2","41-2-Q-342","Q-342",501,"Jinny Jogindera Sims","Newton—North Delta",2,2014-05-12,"Made an Order for Return and answer tabled"
7999,"41","41-2","41-2-Q-343","Q-343",501,"Jinny Jogindera Sims","Newton—North Delta",1,2014-03-24,"Notice"
8000,"41","41-2","41-2-Q-343","Q-343",501,"Jinny Jogindera Sims","Newton—North Delta",2,2014-05-12,"Made an Order for Return and answer tabled"
8001,"41","41-2","41-2-Q-344","Q-344",416,"Massimo Pacetti","Saint-Léonard—Saint-Michel",1,2014-03-24,"Notice"
8002,"41","41-2","41-2-Q-344","Q-344",416,"Massimo Pacetti","Saint-Léonard—Saint-Michel",2,2014-05-12,"Made an Order for Return and answer tabled"
8003,"41","41-2","41-2-Q-345","Q-345",416,"Massimo Pacetti","Saint-Léonard—Saint-Michel",1,2014-03-24,"Notice"
8004,"41","41-2","41-2-Q-345","Q-345",416,"Massimo Pacetti","Saint-Léonard—Saint-Michel",2,2014-05-12,"Made an Order for Return and answer tabled"
8005,"41","41-2","41-2-Q-346","Q-346",366,"John McKay","Scarborough—Guildwood",1,2014-03-24,"Notice"
8006,"41","41-2","41-2-Q-346","Q-346",366,"John McKay","Scarborough—Guildwood",2,2014-05-12,"Made an Order for Return and answer tabled"
8007,"41","41-2","41-2-Q-347","Q-347",366,"John McKay","Scarborough—Guildwood",1,2014-03-24,"Notice"
8008,"41","41-2","41-2-Q-347","Q-347",366,"John McKay","Scarborough—Guildwood",2,2014-05-12,"Answered"
8009,"41","41-2","41-2-Q-348","Q-348",317,"Dominic LeBlanc","Beauséjour",1,2014-03-24,"Notice"
8010,"41","41-2","41-2-Q-348","Q-348",317,"Dominic LeBlanc","Beauséjour",2,2014-05-12,"Answered"
8011,"41","41-2","41-2-Q-349","Q-349",317,"Dominic LeBlanc","Beauséjour",1,2014-03-24,"Notice"
8012,"41","41-2","41-2-Q-349","Q-349",317,"Dominic LeBlanc","Beauséjour",2,2014-05-12,"Answered"
8013,"41","41-2","41-2-Q-350","Q-350",317,"Dominic LeBlanc","Beauséjour",1,2014-03-24,"Notice"
8014,"41","41-2","41-2-Q-350","Q-350",317,"Dominic LeBlanc","Beauséjour",2,2014-05-12,"Answered"
8015,"41","41-2","41-2-Q-351","Q-351",305,"Kevin Lamoureux","Winnipeg North",1,2014-03-24,"Notice"
8016,"41","41-2","41-2-Q-351","Q-351",305,"Kevin Lamoureux","Winnipeg North",2,2014-05-12,"Answered"
8017,"41","41-2","41-2-Q-352","Q-352",305,"Kevin Lamoureux","Winnipeg North",1,2014-03-24,"Notice"
8018,"41","41-2","41-2-Q-352","Q-352",305,"Kevin Lamoureux","Winnipeg North",2,2014-05-12,"Made an Order for Return and answer tabled"
8019,"41","41-2","41-2-Q-353","Q-353",305,"Kevin Lamoureux","Winnipeg North",1,2014-03-24,"Notice"
8020,"41","41-2","41-2-Q-353","Q-353",305,"Kevin Lamoureux","Winnipeg North",2,2014-05-12,"Made an Order for Return and answer tabled"
8021,"41","41-2","41-2-Q-354","Q-354",305,"Kevin Lamoureux","Winnipeg North",1,2014-03-24,"Notice"
8022,"41","41-2","41-2-Q-354","Q-354",305,"Kevin Lamoureux","Winnipeg North",2,2014-05-12,"Answered"
8023,"41","41-2","41-2-Q-355","Q-355",86,"Scott Brison","Kings—Hants",1,2014-03-24,"Notice"
8024,"41","41-2","41-2-Q-355","Q-355",86,"Scott Brison","Kings—Hants",2,2014-05-12,"Made an Order for Return and answer tabled"
8025,"41","41-2","41-2-Q-356","Q-356",86,"Scott Brison","Kings—Hants",1,2014-03-24,"Notice"
8026,"41","41-2","41-2-Q-356","Q-356",86,"Scott Brison","Kings—Hants",2,2014-05-12,"Made an Order for Return and answer tabled"
8027,"41","41-2","41-2-Q-357","Q-357",86,"Scott Brison","Kings—Hants",1,2014-03-24,"Notice"
8028,"41","41-2","41-2-Q-357","Q-357",86,"Scott Brison","Kings—Hants",2,2014-05-12,"Made an Order for Return and answer tabled"
8029,"41","41-2","41-2-Q-358","Q-358",361,"John McCallum","Markham—Unionville",1,2014-03-24,"Notice"
8030,"41","41-2","41-2-Q-358","Q-358",361,"John McCallum","Markham—Unionville",2,2014-05-12,"Answered"
8031,"41","41-2","41-2-Q-359","Q-359",361,"John McCallum","Markham—Unionville",1,2014-03-24,"Notice"
8032,"41","41-2","41-2-Q-359","Q-359",361,"John McCallum","Markham—Unionville",2,2014-05-12,"Answered"
8033,"41","41-2","41-2-Q-360","Q-360",361,"John McCallum","Markham—Unionville",1,2014-03-24,"Notice"
8034,"41","41-2","41-2-Q-360","Q-360",361,"John McCallum","Markham—Unionville",2,2014-05-12,"Answered"
8035,"41","41-2","41-2-Q-361","Q-361",184,"Kirsty Duncan","Etobicoke North",1,2014-03-24,"Notice"
8036,"41","41-2","41-2-Q-361","Q-361",184,"Kirsty Duncan","Etobicoke North",2,2014-05-12,"Made an Order for Return and answer tabled"
8037,"41","41-2","41-2-Q-362","Q-362",484,"Francis Scarpaleggia","Lac-Saint-Louis",1,2014-03-25,"Notice"
8038,"41","41-2","41-2-Q-362","Q-362",484,"Francis Scarpaleggia","Lac-Saint-Louis",2,2014-05-12,"Made an Order for Return and answer tabled"
8039,"41","41-2","41-2-Q-363","Q-363",484,"Francis Scarpaleggia","Lac-Saint-Louis",1,2014-03-25,"Notice"
8040,"41","41-2","41-2-Q-363","Q-363",484,"Francis Scarpaleggia","Lac-Saint-Louis",2,2014-05-12,"Made an Order for Return and answer tabled"
8041,"41","41-2","41-2-Q-364","Q-364",462,"Geoff Regan","Halifax West",1,2014-03-25,"Notice"
8042,"41","41-2","41-2-Q-364","Q-364",462,"Geoff Regan","Halifax West",2,2014-05-12,"Made an Order for Return and answer tabled"
8043,"41","41-2","41-2-Q-365","Q-365",462,"Geoff Regan","Halifax West",1,2014-03-25,"Notice"
8044,"41","41-2","41-2-Q-365","Q-365",462,"Geoff Regan","Halifax West",2,2014-05-12,"Answered"
8045,"41","41-2","41-2-Q-366","Q-366",462,"Geoff Regan","Halifax West",1,2014-03-25,"Notice"
8046,"41","41-2","41-2-Q-366","Q-366",462,"Geoff Regan","Halifax West",2,2014-05-12,"Made an Order for Return and answer tabled"
8047,"41","41-2","41-2-Q-367","Q-367",462,"Geoff Regan","Halifax West",1,2014-03-25,"Notice"
8048,"41","41-2","41-2-Q-367","Q-367",462,"Geoff Regan","Halifax West",2,2014-05-12,"Made an Order for Return and answer tabled"
8049,"41","41-2","41-2-Q-368","Q-368",394,"Joyce Murray","Vancouver Quadra",1,2014-03-26,"Notice"
8050,"41","41-2","41-2-Q-368","Q-368",394,"Joyce Murray","Vancouver Quadra",2,2014-05-12,"Made an Order for Return and answer tabled"
8051,"41","41-2","41-2-Q-369","Q-369",123,"Robert Chisholm","Dartmouth—Cole Harbour",1,2014-03-26,"Notice"
8052,"41","41-2","41-2-Q-369","Q-369",123,"Robert Chisholm","Dartmouth—Cole Harbour",2,2014-05-12,"Made an Order for Return and answer tabled"
8053,"41","41-2","41-2-Q-370","Q-370",21,"Scott Andrews","Avalon",1,2014-03-26,"Notice"
8054,"41","41-2","41-2-Q-370","Q-370",21,"Scott Andrews","Avalon",2,2014-05-12,"Answered"
8055,"41","41-2","41-2-Q-371","Q-371",282,"Yvonne Jones","Labrador",1,2014-03-26,"Notice"
8056,"41","41-2","41-2-Q-371","Q-371",282,"Yvonne Jones","Labrador",2,2014-05-12,"Made an Order for Return and answer tabled"
8057,"41","41-2","41-2-Q-372","Q-372",282,"Yvonne Jones","Labrador",1,2014-03-26,"Notice"
8058,"41","41-2","41-2-Q-372","Q-372",282,"Yvonne Jones","Labrador",2,2014-05-12,"Made an Order for Return and answer tabled"
8059,"41","41-2","41-2-Q-373","Q-373",492,"Judy A. Sgro","York West",1,2014-03-26,"Notice"
8060,"41","41-2","41-2-Q-373","Q-373",492,"Judy A. Sgro","York West",2,2014-05-12,"Answered"
8061,"41","41-2","41-2-Q-374","Q-374",492,"Judy A. Sgro","York West",1,2014-03-26,"Notice"
8062,"41","41-2","41-2-Q-374","Q-374",492,"Judy A. Sgro","York West",2,2014-05-12,"Made an Order for Return and answer tabled"
8063,"41","41-2","41-2-Q-375","Q-375",492,"Judy A. Sgro","York West",1,2014-03-26,"Notice"
8064,"41","41-2","41-2-Q-375","Q-375",492,"Judy A. Sgro","York West",2,2014-05-12,"Made an Order for Return and answer tabled"
8065,"41","41-2","41-2-Q-376","Q-376",492,"Judy A. Sgro","York West",1,2014-03-26,"Notice"
8066,"41","41-2","41-2-Q-376","Q-376",492,"Judy A. Sgro","York West",2,2014-05-12,"Answered"
8067,"41","41-2","41-2-Q-377","Q-377",553,"Frank Valeriote","Guelph",1,2014-03-26,"Notice"
8068,"41","41-2","41-2-Q-377","Q-377",553,"Frank Valeriote","Guelph",2,2014-05-12,"Answered"
8069,"41","41-2","41-2-Q-378","Q-378",553,"Frank Valeriote","Guelph",1,2014-03-26,"Notice"
8070,"41","41-2","41-2-Q-378","Q-378",553,"Frank Valeriote","Guelph",2,2014-05-12,"Made an Order for Return and answer tabled"
8071,"41","41-2","41-2-Q-379","Q-379",553,"Frank Valeriote","Guelph",1,2014-03-26,"Notice"
8072,"41","41-2","41-2-Q-379","Q-379",553,"Frank Valeriote","Guelph",2,2014-05-12,"Answered"
8073,"41","41-2","41-2-Q-380","Q-380",553,"Frank Valeriote","Guelph",1,2014-03-26,"Notice"
8074,"41","41-2","41-2-Q-380","Q-380",553,"Frank Valeriote","Guelph",2,2014-05-12,"Made an Order for Return and answer tabled"
8075,"41","41-2","41-2-Q-381","Q-381",193,"Mark Eyking","Sydney—Victoria",1,2014-03-26,"Notice"
8076,"41","41-2","41-2-Q-381","Q-381",193,"Mark Eyking","Sydney—Victoria",2,2014-05-12,"Made an Order for Return and answer tabled"
8077,"41","41-2","41-2-Q-382","Q-382",193,"Mark Eyking","Sydney—Victoria",1,2014-03-26,"Notice"
8078,"41","41-2","41-2-Q-382","Q-382",193,"Mark Eyking","Sydney—Victoria",2,2014-05-12,"Made an Order for Return and answer tabled"
8079,"41","41-2","41-2-Q-383","Q-383",193,"Mark Eyking","Sydney—Victoria",1,2014-03-26,"Notice"
8080,"41","41-2","41-2-Q-383","Q-383",193,"Mark Eyking","Sydney—Victoria",2,2014-05-12,"Made an Order for Return and answer tabled"
8081,"41","41-2","41-2-Q-384","Q-384",193,"Mark Eyking","Sydney—Victoria",1,2014-03-26,"Notice"
8082,"41","41-2","41-2-Q-384","Q-384",193,"Mark Eyking","Sydney—Victoria",2,2014-05-12,"Answered"
8083,"41","41-2","41-2-Q-385","Q-385",270,"Ted Hsu","Kingston and the Islands",1,2014-03-26,"Notice"
8084,"41","41-2","41-2-Q-385","Q-385",270,"Ted Hsu","Kingston and the Islands",2,2014-05-12,"Made an Order for Return and answer tabled"
8085,"41","41-2","41-2-Q-386","Q-386",270,"Ted Hsu","Kingston and the Islands",1,2014-03-26,"Notice"
8086,"41","41-2","41-2-Q-386","Q-386",270,"Ted Hsu","Kingston and the Islands",2,2014-05-12,"Answered"
8087,"41","41-2","41-2-Q-387","Q-387",324,"Megan Leslie","Halifax",1,2014-03-26,"Notice"
8088,"41","41-2","41-2-Q-387","Q-387",324,"Megan Leslie","Halifax",2,2014-05-12,"Answered"
8089,"41","41-2","41-2-Q-388","Q-388",49,"Carolyn Bennett","St. Paul's",1,2014-03-26,"Notice"
8090,"41","41-2","41-2-Q-388","Q-388",49,"Carolyn Bennett","St. Paul's",2,2014-05-12,"Made an Order for Return and answer tabled"
8091,"41","41-2","41-2-Q-389","Q-389",49,"Carolyn Bennett","St. Paul's",1,2014-03-26,"Notice"
8092,"41","41-2","41-2-Q-389","Q-389",49,"Carolyn Bennett","St. Paul's",2,2014-05-12,"Made an Order for Return and answer tabled"
8093,"41","41-2","41-2-Q-390","Q-390",337,"Lawrence MacAulay","Cardigan",1,2014-03-26,"Notice"
8094,"41","41-2","41-2-Q-390","Q-390",337,"Lawrence MacAulay","Cardigan",2,2014-05-12,"Made an Order for Return and answer tabled"
8095,"41","41-2","41-2-Q-391","Q-391",416,"Massimo Pacetti","Saint-Léonard—Saint-Michel",1,2014-03-26,"Notice"
8096,"41","41-2","41-2-Q-391","Q-391",416,"Massimo Pacetti","Saint-Léonard—Saint-Michel",2,2014-05-12,"Made an Order for Return and answer tabled"
8097,"41","41-2","41-2-Q-392","Q-392",86,"Scott Brison","Kings—Hants",1,2014-03-26,"Notice"
8098,"41","41-2","41-2-Q-392","Q-392",86,"Scott Brison","Kings—Hants",2,2014-05-12,"Made an Order for Return and answer tabled"
8099,"41","41-2","41-2-Q-393","Q-393",64,"Lysane Blanchette-Lamothe","Pierrefonds—Dollard",1,2014-03-27,"Notice"
8100,"41","41-2","41-2-Q-393","Q-393",64,"Lysane Blanchette-Lamothe","Pierrefonds—Dollard",2,2014-05-14,"Made an Order for Return and answer tabled"
