"","committee_acronym","parliament_number","session_number","date_change","title","first_name","last_name","full_name"
"1259.9","OGGO","40","2","2009-05-26","Member","Ed","Holder","Ed Holder"
"1259.10","OGGO","40","2","2009-05-26","Member","Richard","Nadeau","Richard Nadeau"
"1259.11","OGGO","40","2","2009-05-26","Member","Chris","Warkentin","Chris Warkentin"
"1260.1","OGGO","40","2","2009-09-28","Chair","Yasmin","Ratansi","Yasmin Ratansi"
"1260.2","OGGO","40","2","2009-09-28","Co-chair","Rob","Anders","Rob Anders"
"1260.3","OGGO","40","2","2009-09-28","Co-chair","Pat","Martin","Pat Martin"
"1260.4","OGGO","40","2","2009-09-28","Member","Diane","Bourgeois","Diane Bourgeois"
"1260.5","OGGO","40","2","2009-09-28","Member","Patrick","Brown","Patrick Brown"
"1260.6","OGGO","40","2","2009-09-28","Member","Judy","Foote","Judy Foote"
"1260.7","OGGO","40","2","2009-09-28","Member","Jacques","Gourde","Jacques Gourde"
"1260.8","OGGO","40","2","2009-09-28","Member","Martha","Hall Findlay","Martha Hall Findlay"
"1260.9","OGGO","40","2","2009-09-28","Member","Ed","Holder","Ed Holder"
"1260.10","OGGO","40","2","2009-09-28","Member","Richard","Nadeau","Richard Nadeau"
"1260.11","OGGO","40","2","2009-09-28","Member","Chris","Warkentin","Chris Warkentin"
"1261.1","OGGO","40","2","2009-10-06","Chair","Yasmin","Ratansi","Yasmin Ratansi"
"1261.2","OGGO","40","2","2009-10-06","Co-chair","Rob","Anders","Rob Anders"
"1261.3","OGGO","40","2","2009-10-06","Co-chair","Pat","Martin","Pat Martin"
"1261.4","OGGO","40","2","2009-10-06","Member","Diane","Bourgeois","Diane Bourgeois"
"1261.5","OGGO","40","2","2009-10-06","Member","Patrick","Brown","Patrick Brown"
"1261.6","OGGO","40","2","2009-10-06","Member","Judy","Foote","Judy Foote"
"1261.7","OGGO","40","2","2009-10-06","Member","Jacques","Gourde","Jacques Gourde"
"1261.8","OGGO","40","2","2009-10-06","Member","Martha","Hall Findlay","Martha Hall Findlay"
"1261.9","OGGO","40","2","2009-10-06","Member","Ed","Holder","Ed Holder"
"1261.10","OGGO","40","2","2009-10-06","Member","Richard","Nadeau","Richard Nadeau"
"1261.11","OGGO","40","2","2009-10-06","Member","Chris","Warkentin","Chris Warkentin"
"1262.1","OGGO","40","2","2009-11-06","Chair","Yasmin","Ratansi","Yasmin Ratansi"
"1262.2","OGGO","40","2","2009-11-06","Co-chair","Rob","Anders","Rob Anders"
"1262.3","OGGO","40","2","2009-11-06","Co-chair","Pat","Martin","Pat Martin"
"1262.4","OGGO","40","2","2009-11-06","Member","Diane","Bourgeois","Diane Bourgeois"
"1262.5","OGGO","40","2","2009-11-06","Member","Patrick","Brown","Patrick Brown"
"1262.6","OGGO","40","2","2009-11-06","Member","Judy","Foote","Judy Foote"
"1262.7","OGGO","40","2","2009-11-06","Member","Jacques","Gourde","Jacques Gourde"
"1262.8","OGGO","40","2","2009-11-06","Member","Martha","Hall Findlay","Martha Hall Findlay"
"1262.9","OGGO","40","2","2009-11-06","Member","Ed","Holder","Ed Holder"
"1262.10","OGGO","40","2","2009-11-06","Member","Richard","Nadeau","Richard Nadeau"
"1262.11","OGGO","40","2","2009-11-06","Member","Chris","Warkentin","Chris Warkentin"
"1263.1","OGGO","40","2","2009-12-30","Chair","Yasmin","Ratansi","Yasmin Ratansi"
"1263.2","OGGO","40","2","2009-12-30","Co-chair","Rob","Anders","Rob Anders"
"1263.3","OGGO","40","2","2009-12-30","Co-chair","Pat","Martin","Pat Martin"
"1263.4","OGGO","40","2","2009-12-30","Member","Diane","Bourgeois","Diane Bourgeois"
"1263.5","OGGO","40","2","2009-12-30","Member","Patrick","Brown","Patrick Brown"
"1263.6","OGGO","40","2","2009-12-30","Member","Judy","Foote","Judy Foote"
"1263.7","OGGO","40","2","2009-12-30","Member","Jacques","Gourde","Jacques Gourde"
"1263.8","OGGO","40","2","2009-12-30","Member","Martha","Hall Findlay","Martha Hall Findlay"
"1263.9","OGGO","40","2","2009-12-30","Member","Ed","Holder","Ed Holder"
"1263.10","OGGO","40","2","2009-12-30","Member","Richard","Nadeau","Richard Nadeau"
"1263.11","OGGO","40","2","2009-12-30","Member","Chris","Warkentin","Chris Warkentin"
"1264.1","OGGO","40","3","2010-03-04","Chair","John","McKay","John McKay"
"1264.2","OGGO","40","3","2010-03-04","Co-chair","Chris","Warkentin","Chris Warkentin"
"1264.3","OGGO","40","3","2010-03-04","Co-chair","Pat","Martin","Pat Martin"
"1264.4","OGGO","40","3","2010-03-04","Member","Diane","Bourgeois","Diane Bourgeois"
"1264.5","OGGO","40","3","2010-03-04","Member","Paul","Calandra","Paul Calandra"
"1264.6","OGGO","40","3","2010-03-04","Member","Ron","Cannan","Ron Cannan"
"1264.7","OGGO","40","3","2010-03-04","Member","Siobhan","Coady","Siobhan Coady"
"1264.8","OGGO","40","3","2010-03-04","Member","Jacques","Gourde","Jacques Gourde"
"1264.9","OGGO","40","3","2010-03-04","Member","Ed","Holder","Ed Holder"
"1264.10","OGGO","40","3","2010-03-04","Member","Geoff","Regan","Geoff Regan"
"1264.11","OGGO","40","3","2010-03-04","Member","Robert","Vincent","Robert Vincent"
"1265.1","OGGO","40","3","2010-03-10","Chair","John","McKay","John McKay"
"1265.2","OGGO","40","3","2010-03-10","Co-chair","Chris","Warkentin","Chris Warkentin"
"1265.3","OGGO","40","3","2010-03-10","Co-chair","Pat","Martin","Pat Martin"
"1265.4","OGGO","40","3","2010-03-10","Member","Diane","Bourgeois","Diane Bourgeois"
"1265.5","OGGO","40","3","2010-03-10","Member","Paul","Calandra","Paul Calandra"
"1265.6","OGGO","40","3","2010-03-10","Member","Ron","Cannan","Ron Cannan"
"1265.7","OGGO","40","3","2010-03-10","Member","Siobhan","Coady","Siobhan Coady"
"1265.8","OGGO","40","3","2010-03-10","Member","Jacques","Gourde","Jacques Gourde"
"1265.9","OGGO","40","3","2010-03-10","Member","Ed","Holder","Ed Holder"
"1265.10","OGGO","40","3","2010-03-10","Member","Geoff","Regan","Geoff Regan"
"1265.11","OGGO","40","3","2010-03-10","Member","Robert","Vincent","Robert Vincent"
"1266.1","OGGO","40","3","2010-09-27","Chair","John","McKay","John McKay"
"1266.2","OGGO","40","3","2010-09-27","Co-chair","Chris","Warkentin","Chris Warkentin"
"1266.3","OGGO","40","3","2010-09-27","Co-chair","Pat","Martin","Pat Martin"
"1266.4","OGGO","40","3","2010-09-27","Member","Diane","Bourgeois","Diane Bourgeois"
"1266.5","OGGO","40","3","2010-09-27","Member","Paul","Calandra","Paul Calandra"
"1266.6","OGGO","40","3","2010-09-27","Member","Ron","Cannan","Ron Cannan"
"1266.7","OGGO","40","3","2010-09-27","Member","Siobhan","Coady","Siobhan Coady"
"1266.8","OGGO","40","3","2010-09-27","Member","Jacques","Gourde","Jacques Gourde"
"1266.9","OGGO","40","3","2010-09-27","Member","Ed","Holder","Ed Holder"
"1266.10","OGGO","40","3","2010-09-27","Member","Geoff","Regan","Geoff Regan"
"1266.11","OGGO","40","3","2010-09-27","Member","Robert","Vincent","Robert Vincent"
"1267.1","OGGO","40","3","2010-09-30","Chair","John","McKay","John McKay"
"1267.2","OGGO","40","3","2010-09-30","Co-chair","Chris","Warkentin","Chris Warkentin"
"1267.3","OGGO","40","3","2010-09-30","Co-chair","Pat","Martin","Pat Martin"
"1267.4","OGGO","40","3","2010-09-30","Member","Diane","Bourgeois","Diane Bourgeois"
"1267.5","OGGO","40","3","2010-09-30","Member","Paul","Calandra","Paul Calandra"
"1267.6","OGGO","40","3","2010-09-30","Member","Ron","Cannan","Ron Cannan"
"1267.7","OGGO","40","3","2010-09-30","Member","Siobhan","Coady","Siobhan Coady"
"1267.8","OGGO","40","3","2010-09-30","Member","Jacques","Gourde","Jacques Gourde"
"1267.9","OGGO","40","3","2010-09-30","Member","Ed","Holder","Ed Holder"
"1267.10","OGGO","40","3","2010-09-30","Member","Geoff","Regan","Geoff Regan"
"1267.11","OGGO","40","3","2010-09-30","Member","Robert","Vincent","Robert Vincent"
"1268.1","OGGO","40","3","2011-02-03","Chair","John","McKay","John McKay"
"1268.2","OGGO","40","3","2011-02-03","Co-chair","Chris","Warkentin","Chris Warkentin"
"1268.3","OGGO","40","3","2011-02-03","Co-chair","Pat","Martin","Pat Martin"
"1268.4","OGGO","40","3","2011-02-03","Member","Diane","Bourgeois","Diane Bourgeois"
"1268.5","OGGO","40","3","2011-02-03","Member","Paul","Calandra","Paul Calandra"
"1268.6","OGGO","40","3","2011-02-03","Member","Ron","Cannan","Ron Cannan"
"1268.7","OGGO","40","3","2011-02-03","Member","Siobhan","Coady","Siobhan Coady"
"1268.8","OGGO","40","3","2011-02-03","Member","Jacques","Gourde","Jacques Gourde"
"1268.9","OGGO","40","3","2011-02-03","Member","Ed","Holder","Ed Holder"
"1268.10","OGGO","40","3","2011-02-03","Member","Geoff","Regan","Geoff Regan"
"1268.11","OGGO","40","3","2011-02-03","Member","Robert","Vincent","Robert Vincent"
"1269.1","OGGO","40","3","2011-03-26","Chair","John","McKay","John McKay"
"1269.2","OGGO","40","3","2011-03-26","Co-chair","Chris","Warkentin","Chris Warkentin"
"1269.3","OGGO","40","3","2011-03-26","Co-chair","Pat","Martin","Pat Martin"
"1269.4","OGGO","40","3","2011-03-26","Member","Diane","Bourgeois","Diane Bourgeois"
"1269.5","OGGO","40","3","2011-03-26","Member","Paul","Calandra","Paul Calandra"
"1269.6","OGGO","40","3","2011-03-26","Member","Ron","Cannan","Ron Cannan"
"1269.7","OGGO","40","3","2011-03-26","Member","Siobhan","Coady","Siobhan Coady"
"1269.8","OGGO","40","3","2011-03-26","Member","Jacques","Gourde","Jacques Gourde"
"1269.9","OGGO","40","3","2011-03-26","Member","Ed","Holder","Ed Holder"
"1269.10","OGGO","40","3","2011-03-26","Member","Geoff","Regan","Geoff Regan"
"1269.11","OGGO","40","3","2011-03-26","Member","Robert","Vincent","Robert Vincent"
"1270.1","OGGO","41","1","2011-06-03","Chair","Pat","Martin","Pat Martin"
"1270.2","OGGO","41","1","2011-06-03","Co-chair","Peter","Braid","Peter Braid"
"1270.3","OGGO","41","1","2011-06-03","Co-chair","John","McCallum","John McCallum"
"1270.4","OGGO","41","1","2011-06-03","Member","Dan","Albas","Dan Albas"
"1270.5","OGGO","41","1","2011-06-03","Member","Jay","Aspin","Jay Aspin"
"1270.6","OGGO","41","1","2011-06-03","Member","Denis","Blanchette","Denis Blanchette"
"1270.7","OGGO","41","1","2011-06-03","Member","Kelly","Block","Kelly Block"
"1270.8","OGGO","41","1","2011-06-03","Member","Ron","Cannan","Ron Cannan"
"1270.9","OGGO","41","1","2011-06-03","Member","Linda","Duncan","Linda Duncan"
"1270.10","OGGO","41","1","2011-06-03","Member","Jacques","Gourde","Jacques Gourde"
"1270.11","OGGO","41","1","2011-06-03","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1270.12","OGGO","41","1","2011-06-03","Member","Bernard","Trottier","Bernard Trottier"
"1271.1","OGGO","41","1","2011-06-09","Chair","Pat","Martin","Pat Martin"
"1271.2","OGGO","41","1","2011-06-09","Co-chair","Peter","Braid","Peter Braid"
"1271.3","OGGO","41","1","2011-06-09","Co-chair","John","McCallum","John McCallum"
"1271.4","OGGO","41","1","2011-06-09","Member","Dan","Albas","Dan Albas"
"1271.5","OGGO","41","1","2011-06-09","Member","Jay","Aspin","Jay Aspin"
"1271.6","OGGO","41","1","2011-06-09","Member","Denis","Blanchette","Denis Blanchette"
"1271.7","OGGO","41","1","2011-06-09","Member","Kelly","Block","Kelly Block"
"1271.8","OGGO","41","1","2011-06-09","Member","Ron","Cannan","Ron Cannan"
"1271.9","OGGO","41","1","2011-06-09","Member","Linda","Duncan","Linda Duncan"
"1271.10","OGGO","41","1","2011-06-09","Member","Jacques","Gourde","Jacques Gourde"
"1271.11","OGGO","41","1","2011-06-09","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1271.12","OGGO","41","1","2011-06-09","Member","Bernard","Trottier","Bernard Trottier"
"1272.1","OGGO","41","1","2011-09-20","Chair","Pat","Martin","Pat Martin"
"1272.2","OGGO","41","1","2011-09-20","Co-chair","Peter","Braid","Peter Braid"
"1272.3","OGGO","41","1","2011-09-20","Co-chair","John","McCallum","John McCallum"
"1272.4","OGGO","41","1","2011-09-20","Member","Dan","Albas","Dan Albas"
"1272.5","OGGO","41","1","2011-09-20","Member","Jay","Aspin","Jay Aspin"
"1272.6","OGGO","41","1","2011-09-20","Member","Denis","Blanchette","Denis Blanchette"
"1272.7","OGGO","41","1","2011-09-20","Member","Kelly","Block","Kelly Block"
"1272.8","OGGO","41","1","2011-09-20","Member","Ron","Cannan","Ron Cannan"
"1272.9","OGGO","41","1","2011-09-20","Member","Linda","Duncan","Linda Duncan"
"1272.10","OGGO","41","1","2011-09-20","Member","Jacques","Gourde","Jacques Gourde"
"1272.11","OGGO","41","1","2011-09-20","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1272.12","OGGO","41","1","2011-09-20","Member","Bernard","Trottier","Bernard Trottier"
"1273.1","OGGO","41","1","2011-10-05","Chair","Pat","Martin","Pat Martin"
"1273.2","OGGO","41","1","2011-10-05","Co-chair","Peter","Braid","Peter Braid"
"1273.3","OGGO","41","1","2011-10-05","Co-chair","John","McCallum","John McCallum"
"1273.4","OGGO","41","1","2011-10-05","Member","Dan","Albas","Dan Albas"
"1273.5","OGGO","41","1","2011-10-05","Member","Jay","Aspin","Jay Aspin"
"1273.6","OGGO","41","1","2011-10-05","Member","Denis","Blanchette","Denis Blanchette"
"1273.7","OGGO","41","1","2011-10-05","Member","Kelly","Block","Kelly Block"
"1273.8","OGGO","41","1","2011-10-05","Member","Ron","Cannan","Ron Cannan"
"1273.9","OGGO","41","1","2011-10-05","Member","Linda","Duncan","Linda Duncan"
"1273.10","OGGO","41","1","2011-10-05","Member","Jacques","Gourde","Jacques Gourde"
"1273.11","OGGO","41","1","2011-10-05","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1273.12","OGGO","41","1","2011-10-05","Member","Bernard","Trottier","Bernard Trottier"
"1274.1","OGGO","41","1","2012-04-23","Chair","Pat","Martin","Pat Martin"
"1274.2","OGGO","41","1","2012-04-23","Co-chair","Peter","Braid","Peter Braid"
"1274.3","OGGO","41","1","2012-04-23","Co-chair","John","McCallum","John McCallum"
"1274.4","OGGO","41","1","2012-04-23","Member","Dan","Albas","Dan Albas"
"1274.5","OGGO","41","1","2012-04-23","Member","Jay","Aspin","Jay Aspin"
"1274.6","OGGO","41","1","2012-04-23","Member","Denis","Blanchette","Denis Blanchette"
"1274.7","OGGO","41","1","2012-04-23","Member","Kelly","Block","Kelly Block"
"1274.8","OGGO","41","1","2012-04-23","Member","Ron","Cannan","Ron Cannan"
"1274.9","OGGO","41","1","2012-04-23","Member","Linda","Duncan","Linda Duncan"
"1274.10","OGGO","41","1","2012-04-23","Member","Jacques","Gourde","Jacques Gourde"
"1274.11","OGGO","41","1","2012-04-23","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1274.12","OGGO","41","1","2012-04-23","Member","Bernard","Trottier","Bernard Trottier"
"1275.1","OGGO","41","1","2012-09-20","Chair","Pat","Martin","Pat Martin"
"1275.2","OGGO","41","1","2012-09-20","Co-chair","Peter","Braid","Peter Braid"
"1275.3","OGGO","41","1","2012-09-20","Co-chair","John","McCallum","John McCallum"
"1275.4","OGGO","41","1","2012-09-20","Member","Dan","Albas","Dan Albas"
"1275.5","OGGO","41","1","2012-09-20","Member","Jay","Aspin","Jay Aspin"
"1275.6","OGGO","41","1","2012-09-20","Member","Denis","Blanchette","Denis Blanchette"
"1275.7","OGGO","41","1","2012-09-20","Member","Kelly","Block","Kelly Block"
"1275.8","OGGO","41","1","2012-09-20","Member","Ron","Cannan","Ron Cannan"
"1275.9","OGGO","41","1","2012-09-20","Member","Linda","Duncan","Linda Duncan"
"1275.10","OGGO","41","1","2012-09-20","Member","Jacques","Gourde","Jacques Gourde"
"1275.11","OGGO","41","1","2012-09-20","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1275.12","OGGO","41","1","2012-09-20","Member","Bernard","Trottier","Bernard Trottier"
"1276.1","OGGO","41","1","2012-09-24","Chair","Pat","Martin","Pat Martin"
"1276.2","OGGO","41","1","2012-09-24","Co-chair","Peter","Braid","Peter Braid"
"1276.3","OGGO","41","1","2012-09-24","Co-chair","John","McCallum","John McCallum"
"1276.4","OGGO","41","1","2012-09-24","Member","Dan","Albas","Dan Albas"
"1276.5","OGGO","41","1","2012-09-24","Member","Jay","Aspin","Jay Aspin"
"1276.6","OGGO","41","1","2012-09-24","Member","Denis","Blanchette","Denis Blanchette"
"1276.7","OGGO","41","1","2012-09-24","Member","Kelly","Block","Kelly Block"
"1276.8","OGGO","41","1","2012-09-24","Member","Ron","Cannan","Ron Cannan"
"1276.9","OGGO","41","1","2012-09-24","Member","Linda","Duncan","Linda Duncan"
"1276.10","OGGO","41","1","2012-09-24","Member","Jacques","Gourde","Jacques Gourde"
"1276.11","OGGO","41","1","2012-09-24","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1276.12","OGGO","41","1","2012-09-24","Member","Bernard","Trottier","Bernard Trottier"
"1277.1","OGGO","41","1","2012-09-25","Chair","Pat","Martin","Pat Martin"
"1277.2","OGGO","41","1","2012-09-25","Co-chair","Peter","Braid","Peter Braid"
"1277.3","OGGO","41","1","2012-09-25","Co-chair","John","McCallum","John McCallum"
"1277.4","OGGO","41","1","2012-09-25","Member","Dan","Albas","Dan Albas"
"1277.5","OGGO","41","1","2012-09-25","Member","Jay","Aspin","Jay Aspin"
"1277.6","OGGO","41","1","2012-09-25","Member","Denis","Blanchette","Denis Blanchette"
"1277.7","OGGO","41","1","2012-09-25","Member","Kelly","Block","Kelly Block"
"1277.8","OGGO","41","1","2012-09-25","Member","Ron","Cannan","Ron Cannan"
"1277.9","OGGO","41","1","2012-09-25","Member","Linda","Duncan","Linda Duncan"
"1277.10","OGGO","41","1","2012-09-25","Member","Jacques","Gourde","Jacques Gourde"
"1277.11","OGGO","41","1","2012-09-25","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1277.12","OGGO","41","1","2012-09-25","Member","Bernard","Trottier","Bernard Trottier"
"1278.1","OGGO","41","1","2013-01-28","Chair","Pat","Martin","Pat Martin"
"1278.2","OGGO","41","1","2013-01-28","Co-chair","Peter","Braid","Peter Braid"
"1278.3","OGGO","41","1","2013-01-28","Co-chair","John","McCallum","John McCallum"
"1278.4","OGGO","41","1","2013-01-28","Member","Dan","Albas","Dan Albas"
"1278.5","OGGO","41","1","2013-01-28","Member","Jay","Aspin","Jay Aspin"
"1278.6","OGGO","41","1","2013-01-28","Member","Denis","Blanchette","Denis Blanchette"
"1278.7","OGGO","41","1","2013-01-28","Member","Kelly","Block","Kelly Block"
"1278.8","OGGO","41","1","2013-01-28","Member","Ron","Cannan","Ron Cannan"
"1278.9","OGGO","41","1","2013-01-28","Member","Linda","Duncan","Linda Duncan"
"1278.10","OGGO","41","1","2013-01-28","Member","Jacques","Gourde","Jacques Gourde"
"1278.11","OGGO","41","1","2013-01-28","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1278.12","OGGO","41","1","2013-01-28","Member","Bernard","Trottier","Bernard Trottier"
"1279.1","OGGO","41","1","2013-02-05","Chair","Pat","Martin","Pat Martin"
"1279.2","OGGO","41","1","2013-02-05","Co-chair","Peter","Braid","Peter Braid"
"1279.3","OGGO","41","1","2013-02-05","Co-chair","John","McCallum","John McCallum"
"1279.4","OGGO","41","1","2013-02-05","Member","Dan","Albas","Dan Albas"
"1279.5","OGGO","41","1","2013-02-05","Member","Jay","Aspin","Jay Aspin"
"1279.6","OGGO","41","1","2013-02-05","Member","Denis","Blanchette","Denis Blanchette"
"1279.7","OGGO","41","1","2013-02-05","Member","Kelly","Block","Kelly Block"
"1279.8","OGGO","41","1","2013-02-05","Member","Ron","Cannan","Ron Cannan"
"1279.9","OGGO","41","1","2013-02-05","Member","Linda","Duncan","Linda Duncan"
"1279.10","OGGO","41","1","2013-02-05","Member","Jacques","Gourde","Jacques Gourde"
"1279.11","OGGO","41","1","2013-02-05","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1279.12","OGGO","41","1","2013-02-05","Member","Bernard","Trottier","Bernard Trottier"
"1280.1","OGGO","41","1","2013-09-13","Chair","Pat","Martin","Pat Martin"
"1280.2","OGGO","41","1","2013-09-13","Co-chair","Peter","Braid","Peter Braid"
"1280.3","OGGO","41","1","2013-09-13","Co-chair","John","McCallum","John McCallum"
"1280.4","OGGO","41","1","2013-09-13","Member","Dan","Albas","Dan Albas"
"1280.5","OGGO","41","1","2013-09-13","Member","Jay","Aspin","Jay Aspin"
"1280.6","OGGO","41","1","2013-09-13","Member","Denis","Blanchette","Denis Blanchette"
"1280.7","OGGO","41","1","2013-09-13","Member","Kelly","Block","Kelly Block"
"1280.8","OGGO","41","1","2013-09-13","Member","Ron","Cannan","Ron Cannan"
"1280.9","OGGO","41","1","2013-09-13","Member","Linda","Duncan","Linda Duncan"
"1280.10","OGGO","41","1","2013-09-13","Member","Jacques","Gourde","Jacques Gourde"
"1280.11","OGGO","41","1","2013-09-13","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1280.12","OGGO","41","1","2013-09-13","Member","Bernard","Trottier","Bernard Trottier"
"1281.1","OGGO","41","2","2013-10-22","Chair","Pat","Martin","Pat Martin"
"1281.2","OGGO","41","2","2013-10-22","Co-chair","Greg","Kerr","Greg Kerr"
"1281.3","OGGO","41","2","2013-10-22","Co-chair","Gerry","Byrne","Gerry Byrne"
"1281.4","OGGO","41","2","2013-10-22","Member","Mark","Adler","Mark Adler"
"1281.5","OGGO","41","2","2013-10-22","Member","Tarik","Brahmi","Tarik Brahmi"
"1281.6","OGGO","41","2","2013-10-22","Member","Brad","Butt","Brad Butt"
"1281.7","OGGO","41","2","2013-10-22","Member","Guy","Lauzon","Guy Lauzon"
"1281.8","OGGO","41","2","2013-10-22","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1281.9","OGGO","41","2","2013-10-22","Member","Chris","Warkentin","Chris Warkentin"
"1281.10","OGGO","41","2","2013-10-22","Member","Wai","Young","Wai Young"
"1282.1","OGGO","41","2","2013-10-24","Chair","Pat","Martin","Pat Martin"
"1282.2","OGGO","41","2","2013-10-24","Co-chair","Greg","Kerr","Greg Kerr"
"1282.3","OGGO","41","2","2013-10-24","Co-chair","Gerry","Byrne","Gerry Byrne"
"1282.4","OGGO","41","2","2013-10-24","Member","Mark","Adler","Mark Adler"
"1282.5","OGGO","41","2","2013-10-24","Member","Tarik","Brahmi","Tarik Brahmi"
"1282.6","OGGO","41","2","2013-10-24","Member","Brad","Butt","Brad Butt"
"1282.7","OGGO","41","2","2013-10-24","Member","Guy","Lauzon","Guy Lauzon"
"1282.8","OGGO","41","2","2013-10-24","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1282.9","OGGO","41","2","2013-10-24","Member","Chris","Warkentin","Chris Warkentin"
"1282.10","OGGO","41","2","2013-10-24","Member","Wai","Young","Wai Young"
"1283.1","OGGO","41","2","2014-01-27","Chair","Pat","Martin","Pat Martin"
"1283.2","OGGO","41","2","2014-01-27","Co-chair","Greg","Kerr","Greg Kerr"
"1283.3","OGGO","41","2","2014-01-27","Co-chair","Gerry","Byrne","Gerry Byrne"
"1283.4","OGGO","41","2","2014-01-27","Member","Mark","Adler","Mark Adler"
"1283.5","OGGO","41","2","2014-01-27","Member","Tarik","Brahmi","Tarik Brahmi"
"1283.6","OGGO","41","2","2014-01-27","Member","Brad","Butt","Brad Butt"
"1283.7","OGGO","41","2","2014-01-27","Member","Guy","Lauzon","Guy Lauzon"
"1283.8","OGGO","41","2","2014-01-27","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1283.9","OGGO","41","2","2014-01-27","Member","Chris","Warkentin","Chris Warkentin"
"1283.10","OGGO","41","2","2014-01-27","Member","Wai","Young","Wai Young"
"1284.1","OGGO","41","2","2014-01-30","Chair","Pat","Martin","Pat Martin"
"1284.2","OGGO","41","2","2014-01-30","Co-chair","Greg","Kerr","Greg Kerr"
"1284.3","OGGO","41","2","2014-01-30","Co-chair","Gerry","Byrne","Gerry Byrne"
"1284.4","OGGO","41","2","2014-01-30","Member","Mark","Adler","Mark Adler"
"1284.5","OGGO","41","2","2014-01-30","Member","Tarik","Brahmi","Tarik Brahmi"
"1284.6","OGGO","41","2","2014-01-30","Member","Brad","Butt","Brad Butt"
"1284.7","OGGO","41","2","2014-01-30","Member","Guy","Lauzon","Guy Lauzon"
"1284.8","OGGO","41","2","2014-01-30","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1284.9","OGGO","41","2","2014-01-30","Member","Chris","Warkentin","Chris Warkentin"
"1284.10","OGGO","41","2","2014-01-30","Member","Wai","Young","Wai Young"
"1285.1","OGGO","41","2","2014-02-06","Chair","Pat","Martin","Pat Martin"
"1285.2","OGGO","41","2","2014-02-06","Co-chair","Greg","Kerr","Greg Kerr"
"1285.3","OGGO","41","2","2014-02-06","Co-chair","Gerry","Byrne","Gerry Byrne"
"1285.4","OGGO","41","2","2014-02-06","Member","Mark","Adler","Mark Adler"
"1285.5","OGGO","41","2","2014-02-06","Member","Tarik","Brahmi","Tarik Brahmi"
"1285.6","OGGO","41","2","2014-02-06","Member","Brad","Butt","Brad Butt"
"1285.7","OGGO","41","2","2014-02-06","Member","Guy","Lauzon","Guy Lauzon"
"1285.8","OGGO","41","2","2014-02-06","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1285.9","OGGO","41","2","2014-02-06","Member","Chris","Warkentin","Chris Warkentin"
"1285.10","OGGO","41","2","2014-02-06","Member","Wai","Young","Wai Young"
"1286.1","OGGO","41","2","2014-11-19","Chair","Pat","Martin","Pat Martin"
"1286.2","OGGO","41","2","2014-11-19","Co-chair","Greg","Kerr","Greg Kerr"
"1286.3","OGGO","41","2","2014-11-19","Co-chair","Gerry","Byrne","Gerry Byrne"
"1286.4","OGGO","41","2","2014-11-19","Member","Mark","Adler","Mark Adler"
"1286.5","OGGO","41","2","2014-11-19","Member","Tarik","Brahmi","Tarik Brahmi"
"1286.6","OGGO","41","2","2014-11-19","Member","Brad","Butt","Brad Butt"
"1286.7","OGGO","41","2","2014-11-19","Member","Guy","Lauzon","Guy Lauzon"
"1286.8","OGGO","41","2","2014-11-19","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1286.9","OGGO","41","2","2014-11-19","Member","Chris","Warkentin","Chris Warkentin"
"1286.10","OGGO","41","2","2014-11-19","Member","Wai","Young","Wai Young"
"1287.1","OGGO","41","2","2015-01-29","Chair","Pat","Martin","Pat Martin"
"1287.2","OGGO","41","2","2015-01-29","Co-chair","Greg","Kerr","Greg Kerr"
"1287.3","OGGO","41","2","2015-01-29","Co-chair","Gerry","Byrne","Gerry Byrne"
"1287.4","OGGO","41","2","2015-01-29","Member","Mark","Adler","Mark Adler"
"1287.5","OGGO","41","2","2015-01-29","Member","Tarik","Brahmi","Tarik Brahmi"
"1287.6","OGGO","41","2","2015-01-29","Member","Brad","Butt","Brad Butt"
"1287.7","OGGO","41","2","2015-01-29","Member","Guy","Lauzon","Guy Lauzon"
"1287.8","OGGO","41","2","2015-01-29","Member","Mathieu","Ravignat","Mathieu Ravignat"
"1287.9","OGGO","41","2","2015-01-29","Member","Chris","Warkentin","Chris Warkentin"
"1287.10","OGGO","41","2","2015-01-29","Member","Wai","Young","Wai Young"
"1288.1","OGGO","41","2","2015-02-05","Chair","Pat","Martin","Pat Martin"
"1288.2","OGGO","41","2","2015-02-05","Co-chair","Greg","Kerr","Greg Kerr"
