"","committee_acronym","parliament_number","session_number","date_change","position","full_name"
"176.34","LIAI","38","1","2004-10-19","Associate Member","Paul Szabo"
"177.1","LIAI","38","1","2004-10-20","Associate Member","Garry Breitkreuz"
"177.2","LIAI","38","1","2004-10-20","Associate Member","Rick Casson"
"177.3","LIAI","38","1","2004-10-20","Associate Member","Paul Forseth"
"177.4","LIAI","38","1","2004-10-20","Associate Member","Jim Gouk"
"177.5","LIAI","38","1","2004-10-20","Associate Member","Nina Grewal"
"177.6","LIAI","38","1","2004-10-20","Associate Member","Jeremy Harrison"
"177.7","LIAI","38","1","2004-10-20","Associate Member","Dale Johnston"
"177.8","LIAI","38","1","2004-10-20","Associate Member","Gerald Keddy"
"177.9","LIAI","38","1","2004-10-20","Associate Member","Inky Mark"
"177.10","LIAI","38","1","2004-10-20","Associate Member","Rob Merrifield"
"177.11","LIAI","38","1","2004-10-20","Associate Member","Charlie Penson"
"177.12","LIAI","38","1","2004-10-20","Associate Member","Pierre Poilievre"
"177.13","LIAI","38","1","2004-10-20","Associate Member","Lee Richardson"
"177.14","LIAI","38","1","2004-10-20","Associate Member","Gerry Ritz"
"177.15","LIAI","38","1","2004-10-20","Associate Member","Gary Schellenberger"
"177.16","LIAI","38","1","2004-10-20","Associate Member","Werner Schmidt"
"177.17","LIAI","38","1","2004-10-20","Associate Member","Kevin Sorenson"
"177.18","LIAI","38","1","2004-10-20","Associate Member","Claude Bachand"
"177.19","LIAI","38","1","2004-10-20","Associate Member","Bernard Bigras"
"177.20","LIAI","38","1","2004-10-20","Associate Member","Bernard Cleary"
"177.21","LIAI","38","1","2004-10-20","Associate Member","Paul Crête"
"177.22","LIAI","38","1","2004-10-20","Associate Member","Meili Faille"
"177.23","LIAI","38","1","2004-10-20","Associate Member","Christiane Gagnon"
"177.24","LIAI","38","1","2004-10-20","Associate Member","Michel Guimond"
"177.25","LIAI","38","1","2004-10-20","Associate Member","Maka Kotto"
"177.26","LIAI","38","1","2004-10-20","Associate Member","Francine Lalonde"
"177.27","LIAI","38","1","2004-10-20","Associate Member","Yvan Loubier"
"177.28","LIAI","38","1","2004-10-20","Associate Member","Richard Marceau"
"177.29","LIAI","38","1","2004-10-20","Associate Member","Réal Ménard"
"177.30","LIAI","38","1","2004-10-20","Associate Member","Denise Poirier-Rivard"
"177.31","LIAI","38","1","2004-10-20","Associate Member","Benoît Sauvageau"
"177.32","LIAI","38","1","2004-10-20","Associate Member","Caroline St-Hilaire"
"177.33","LIAI","38","1","2004-10-20","Associate Member","Jean Crowder"
"177.34","LIAI","38","1","2004-10-20","Associate Member","Yvon Godin"
"177.35","LIAI","38","1","2004-10-20","Associate Member","Pat Martin"
"177.36","LIAI","38","1","2004-10-20","Associate Member","Peter Stoffer"
"177.37","LIAI","38","1","2004-10-20","Associate Member","Mark Holland"
"177.38","LIAI","38","1","2004-10-20","Associate Member","Paul Szabo"
"178.1","LIAI","38","1","2004-10-21","Associate Member","Garry Breitkreuz"
"178.2","LIAI","38","1","2004-10-21","Associate Member","Rick Casson"
"178.3","LIAI","38","1","2004-10-21","Associate Member","Paul Forseth"
"178.4","LIAI","38","1","2004-10-21","Associate Member","Jim Gouk"
"178.5","LIAI","38","1","2004-10-21","Associate Member","Nina Grewal"
"178.6","LIAI","38","1","2004-10-21","Associate Member","Jeremy Harrison"
"178.7","LIAI","38","1","2004-10-21","Associate Member","Dale Johnston"
"178.8","LIAI","38","1","2004-10-21","Associate Member","Gerald Keddy"
"178.9","LIAI","38","1","2004-10-21","Associate Member","Inky Mark"
"178.10","LIAI","38","1","2004-10-21","Associate Member","Rob Merrifield"
"178.11","LIAI","38","1","2004-10-21","Associate Member","Charlie Penson"
"178.12","LIAI","38","1","2004-10-21","Associate Member","Pierre Poilievre"
"178.13","LIAI","38","1","2004-10-21","Associate Member","Lee Richardson"
"178.14","LIAI","38","1","2004-10-21","Associate Member","Gerry Ritz"
"178.15","LIAI","38","1","2004-10-21","Associate Member","Gary Schellenberger"
"178.16","LIAI","38","1","2004-10-21","Associate Member","Werner Schmidt"
"178.17","LIAI","38","1","2004-10-21","Associate Member","Kevin Sorenson"
"178.18","LIAI","38","1","2004-10-21","Associate Member","Claude Bachand"
"178.19","LIAI","38","1","2004-10-21","Associate Member","Bernard Bigras"
"178.20","LIAI","38","1","2004-10-21","Associate Member","Bernard Cleary"
"178.21","LIAI","38","1","2004-10-21","Associate Member","Paul Crête"
"178.22","LIAI","38","1","2004-10-21","Associate Member","Meili Faille"
"178.23","LIAI","38","1","2004-10-21","Associate Member","Christiane Gagnon"
"178.24","LIAI","38","1","2004-10-21","Associate Member","Monique Guay"
"178.25","LIAI","38","1","2004-10-21","Associate Member","Michel Guimond"
"178.26","LIAI","38","1","2004-10-21","Associate Member","Maka Kotto"
"178.27","LIAI","38","1","2004-10-21","Associate Member","Francine Lalonde"
"178.28","LIAI","38","1","2004-10-21","Associate Member","Yvan Loubier"
"178.29","LIAI","38","1","2004-10-21","Associate Member","Richard Marceau"
"178.30","LIAI","38","1","2004-10-21","Associate Member","Réal Ménard"
"178.31","LIAI","38","1","2004-10-21","Associate Member","Denise Poirier-Rivard"
"178.32","LIAI","38","1","2004-10-21","Associate Member","Benoît Sauvageau"
"178.33","LIAI","38","1","2004-10-21","Associate Member","Caroline St-Hilaire"
"178.34","LIAI","38","1","2004-10-21","Associate Member","Ed Broadbent"
"178.35","LIAI","38","1","2004-10-21","Associate Member","Jean Crowder"
"178.36","LIAI","38","1","2004-10-21","Associate Member","Yvon Godin"
"178.37","LIAI","38","1","2004-10-21","Associate Member","Pat Martin"
"178.38","LIAI","38","1","2004-10-21","Associate Member","Peter Stoffer"
"178.39","LIAI","38","1","2004-10-21","Associate Member","Mark Holland"
"178.40","LIAI","38","1","2004-10-21","Associate Member","Derek Lee"
"178.41","LIAI","38","1","2004-10-21","Associate Member","Lynn Myers"
"178.42","LIAI","38","1","2004-10-21","Associate Member","Paul Szabo"
"179.1","LIAI","38","1","2004-10-26","Associate Member","Garry Breitkreuz"
"179.2","LIAI","38","1","2004-10-26","Associate Member","Rick Casson"
"179.3","LIAI","38","1","2004-10-26","Associate Member","Paul Forseth"
"179.4","LIAI","38","1","2004-10-26","Associate Member","Jim Gouk"
"179.5","LIAI","38","1","2004-10-26","Associate Member","Nina Grewal"
"179.6","LIAI","38","1","2004-10-26","Associate Member","Jeremy Harrison"
"179.7","LIAI","38","1","2004-10-26","Associate Member","Dale Johnston"
"179.8","LIAI","38","1","2004-10-26","Associate Member","Gerald Keddy"
"179.9","LIAI","38","1","2004-10-26","Associate Member","Inky Mark"
"179.10","LIAI","38","1","2004-10-26","Associate Member","Rob Merrifield"
"179.11","LIAI","38","1","2004-10-26","Associate Member","Charlie Penson"
"179.12","LIAI","38","1","2004-10-26","Associate Member","Pierre Poilievre"
"179.13","LIAI","38","1","2004-10-26","Associate Member","Lee Richardson"
"179.14","LIAI","38","1","2004-10-26","Associate Member","Gerry Ritz"
"179.15","LIAI","38","1","2004-10-26","Associate Member","Gary Schellenberger"
"179.16","LIAI","38","1","2004-10-26","Associate Member","Werner Schmidt"
"179.17","LIAI","38","1","2004-10-26","Associate Member","Kevin Sorenson"
"179.18","LIAI","38","1","2004-10-26","Associate Member","Claude Bachand"
"179.19","LIAI","38","1","2004-10-26","Associate Member","Bernard Bigras"
"179.20","LIAI","38","1","2004-10-26","Associate Member","Bernard Cleary"
"179.21","LIAI","38","1","2004-10-26","Associate Member","Paul Crête"
"179.22","LIAI","38","1","2004-10-26","Associate Member","Meili Faille"
"179.23","LIAI","38","1","2004-10-26","Associate Member","Christiane Gagnon"
"179.24","LIAI","38","1","2004-10-26","Associate Member","Monique Guay"
"179.25","LIAI","38","1","2004-10-26","Associate Member","Michel Guimond"
"179.26","LIAI","38","1","2004-10-26","Associate Member","Maka Kotto"
"179.27","LIAI","38","1","2004-10-26","Associate Member","Francine Lalonde"
"179.28","LIAI","38","1","2004-10-26","Associate Member","Yvan Loubier"
"179.29","LIAI","38","1","2004-10-26","Associate Member","Richard Marceau"
"179.30","LIAI","38","1","2004-10-26","Associate Member","Réal Ménard"
"179.31","LIAI","38","1","2004-10-26","Associate Member","Denise Poirier-Rivard"
"179.32","LIAI","38","1","2004-10-26","Associate Member","Benoît Sauvageau"
"179.33","LIAI","38","1","2004-10-26","Associate Member","Caroline St-Hilaire"
"179.34","LIAI","38","1","2004-10-26","Associate Member","Ed Broadbent"
"179.35","LIAI","38","1","2004-10-26","Associate Member","Jean Crowder"
"179.36","LIAI","38","1","2004-10-26","Associate Member","Yvon Godin"
"179.37","LIAI","38","1","2004-10-26","Associate Member","Pat Martin"
"179.38","LIAI","38","1","2004-10-26","Associate Member","Peter Stoffer"
"179.39","LIAI","38","1","2004-10-26","Associate Member","Mark Holland"
"179.40","LIAI","38","1","2004-10-26","Associate Member","Derek Lee"
"179.41","LIAI","38","1","2004-10-26","Associate Member","Lynn Myers"
"179.42","LIAI","38","1","2004-10-26","Associate Member","Paul Szabo"
"180.1","LIAI","38","1","2004-11-18","Associate Member","Garry Breitkreuz"
"180.2","LIAI","38","1","2004-11-18","Associate Member","Rick Casson"
"180.3","LIAI","38","1","2004-11-18","Associate Member","Paul Forseth"
"180.4","LIAI","38","1","2004-11-18","Associate Member","Jim Gouk"
"180.5","LIAI","38","1","2004-11-18","Associate Member","Nina Grewal"
"180.6","LIAI","38","1","2004-11-18","Associate Member","Jeremy Harrison"
"180.7","LIAI","38","1","2004-11-18","Associate Member","Dale Johnston"
"180.8","LIAI","38","1","2004-11-18","Associate Member","Gerald Keddy"
"180.9","LIAI","38","1","2004-11-18","Associate Member","Inky Mark"
"180.10","LIAI","38","1","2004-11-18","Associate Member","Rob Merrifield"
"180.11","LIAI","38","1","2004-11-18","Associate Member","Charlie Penson"
"180.12","LIAI","38","1","2004-11-18","Associate Member","Pierre Poilievre"
"180.13","LIAI","38","1","2004-11-18","Associate Member","Lee Richardson"
"180.14","LIAI","38","1","2004-11-18","Associate Member","Gerry Ritz"
"180.15","LIAI","38","1","2004-11-18","Associate Member","Gary Schellenberger"
"180.16","LIAI","38","1","2004-11-18","Associate Member","Werner Schmidt"
"180.17","LIAI","38","1","2004-11-18","Associate Member","Kevin Sorenson"
"180.18","LIAI","38","1","2004-11-18","Associate Member","Claude Bachand"
"180.19","LIAI","38","1","2004-11-18","Associate Member","Bernard Bigras"
"180.20","LIAI","38","1","2004-11-18","Associate Member","Bernard Cleary"
"180.21","LIAI","38","1","2004-11-18","Associate Member","Paul Crête"
"180.22","LIAI","38","1","2004-11-18","Associate Member","Meili Faille"
"180.23","LIAI","38","1","2004-11-18","Associate Member","Christiane Gagnon"
"180.24","LIAI","38","1","2004-11-18","Associate Member","Monique Guay"
"180.25","LIAI","38","1","2004-11-18","Associate Member","Michel Guimond"
"180.26","LIAI","38","1","2004-11-18","Associate Member","Maka Kotto"
"180.27","LIAI","38","1","2004-11-18","Associate Member","Francine Lalonde"
"180.28","LIAI","38","1","2004-11-18","Associate Member","Yvan Loubier"
"180.29","LIAI","38","1","2004-11-18","Associate Member","Richard Marceau"
"180.30","LIAI","38","1","2004-11-18","Associate Member","Réal Ménard"
"180.31","LIAI","38","1","2004-11-18","Associate Member","Denise Poirier-Rivard"
"180.32","LIAI","38","1","2004-11-18","Associate Member","Benoît Sauvageau"
"180.33","LIAI","38","1","2004-11-18","Associate Member","Caroline St-Hilaire"
"180.34","LIAI","38","1","2004-11-18","Associate Member","Ed Broadbent"
"180.35","LIAI","38","1","2004-11-18","Associate Member","Jean Crowder"
"180.36","LIAI","38","1","2004-11-18","Associate Member","Yvon Godin"
"180.37","LIAI","38","1","2004-11-18","Associate Member","Pat Martin"
"180.38","LIAI","38","1","2004-11-18","Associate Member","Peter Stoffer"
"180.39","LIAI","38","1","2004-11-18","Associate Member","Mark Holland"
"180.40","LIAI","38","1","2004-11-18","Associate Member","Derek Lee"
"180.41","LIAI","38","1","2004-11-18","Associate Member","Lynn Myers"
"180.42","LIAI","38","1","2004-11-18","Associate Member","Paul Szabo"
"181.1","LIAI","38","1","2005-05-17","Associate Member","Garry Breitkreuz"
"181.2","LIAI","38","1","2005-05-17","Associate Member","Rick Casson"
"181.3","LIAI","38","1","2005-05-17","Associate Member","Paul Forseth"
"181.4","LIAI","38","1","2005-05-17","Associate Member","Jim Gouk"
"181.5","LIAI","38","1","2005-05-17","Associate Member","Nina Grewal"
"181.6","LIAI","38","1","2005-05-17","Associate Member","Jeremy Harrison"
"181.7","LIAI","38","1","2005-05-17","Associate Member","Dale Johnston"
"181.8","LIAI","38","1","2005-05-17","Associate Member","Gerald Keddy"
"181.9","LIAI","38","1","2005-05-17","Associate Member","Inky Mark"
"181.10","LIAI","38","1","2005-05-17","Associate Member","Rob Merrifield"
"181.11","LIAI","38","1","2005-05-17","Associate Member","Charlie Penson"
"181.12","LIAI","38","1","2005-05-17","Associate Member","Pierre Poilievre"
"181.13","LIAI","38","1","2005-05-17","Associate Member","Lee Richardson"
"181.14","LIAI","38","1","2005-05-17","Associate Member","Gerry Ritz"
"181.15","LIAI","38","1","2005-05-17","Associate Member","Gary Schellenberger"
"181.16","LIAI","38","1","2005-05-17","Associate Member","Werner Schmidt"
"181.17","LIAI","38","1","2005-05-17","Associate Member","Kevin Sorenson"
"181.18","LIAI","38","1","2005-05-17","Associate Member","Claude Bachand"
"181.19","LIAI","38","1","2005-05-17","Associate Member","Bernard Bigras"
"181.20","LIAI","38","1","2005-05-17","Associate Member","Bernard Cleary"
"181.21","LIAI","38","1","2005-05-17","Associate Member","Paul Crête"
"181.22","LIAI","38","1","2005-05-17","Associate Member","Meili Faille"
"181.23","LIAI","38","1","2005-05-17","Associate Member","Christiane Gagnon"
"181.24","LIAI","38","1","2005-05-17","Associate Member","Monique Guay"
"181.25","LIAI","38","1","2005-05-17","Associate Member","Michel Guimond"
"181.26","LIAI","38","1","2005-05-17","Associate Member","Maka Kotto"
"181.27","LIAI","38","1","2005-05-17","Associate Member","Francine Lalonde"
"181.28","LIAI","38","1","2005-05-17","Associate Member","Yvan Loubier"
"181.29","LIAI","38","1","2005-05-17","Associate Member","Richard Marceau"
"181.30","LIAI","38","1","2005-05-17","Associate Member","Réal Ménard"
"181.31","LIAI","38","1","2005-05-17","Associate Member","Denise Poirier-Rivard"
"181.32","LIAI","38","1","2005-05-17","Associate Member","Benoît Sauvageau"
"181.33","LIAI","38","1","2005-05-17","Associate Member","Caroline St-Hilaire"
"181.34","LIAI","38","1","2005-05-17","Associate Member","Ed Broadbent"
"181.35","LIAI","38","1","2005-05-17","Associate Member","Jean Crowder"
"181.36","LIAI","38","1","2005-05-17","Associate Member","Yvon Godin"
"181.37","LIAI","38","1","2005-05-17","Associate Member","Pat Martin"
"181.38","LIAI","38","1","2005-05-17","Associate Member","Peter Stoffer"
"181.39","LIAI","38","1","2005-05-17","Associate Member","Mark Holland"
"181.40","LIAI","38","1","2005-05-17","Associate Member","Derek Lee"
"181.41","LIAI","38","1","2005-05-17","Associate Member","Lynn Myers"
"181.42","LIAI","38","1","2005-05-17","Associate Member","Paul Szabo"
"182.1","LIAI","38","1","2005-05-19","Associate Member","Garry Breitkreuz"
"182.2","LIAI","38","1","2005-05-19","Associate Member","Rick Casson"
"182.3","LIAI","38","1","2005-05-19","Associate Member","Paul Forseth"
"182.4","LIAI","38","1","2005-05-19","Associate Member","Jim Gouk"
"182.5","LIAI","38","1","2005-05-19","Associate Member","Nina Grewal"
"182.6","LIAI","38","1","2005-05-19","Associate Member","Jeremy Harrison"
"182.7","LIAI","38","1","2005-05-19","Associate Member","Dale Johnston"
"182.8","LIAI","38","1","2005-05-19","Associate Member","Gerald Keddy"
"182.9","LIAI","38","1","2005-05-19","Associate Member","Inky Mark"
"182.10","LIAI","38","1","2005-05-19","Associate Member","Rob Merrifield"
"182.11","LIAI","38","1","2005-05-19","Associate Member","Charlie Penson"
"182.12","LIAI","38","1","2005-05-19","Associate Member","Pierre Poilievre"
"182.13","LIAI","38","1","2005-05-19","Associate Member","Lee Richardson"
"182.14","LIAI","38","1","2005-05-19","Associate Member","Gerry Ritz"
"182.15","LIAI","38","1","2005-05-19","Associate Member","Gary Schellenberger"
"182.16","LIAI","38","1","2005-05-19","Associate Member","Werner Schmidt"
"182.17","LIAI","38","1","2005-05-19","Associate Member","Kevin Sorenson"
"182.18","LIAI","38","1","2005-05-19","Associate Member","Claude Bachand"
"182.19","LIAI","38","1","2005-05-19","Associate Member","Bernard Bigras"
"182.20","LIAI","38","1","2005-05-19","Associate Member","Bernard Cleary"
"182.21","LIAI","38","1","2005-05-19","Associate Member","Paul Crête"
"182.22","LIAI","38","1","2005-05-19","Associate Member","Meili Faille"
"182.23","LIAI","38","1","2005-05-19","Associate Member","Christiane Gagnon"
"182.24","LIAI","38","1","2005-05-19","Associate Member","Monique Guay"
"182.25","LIAI","38","1","2005-05-19","Associate Member","Michel Guimond"
"182.26","LIAI","38","1","2005-05-19","Associate Member","Maka Kotto"
"182.27","LIAI","38","1","2005-05-19","Associate Member","Francine Lalonde"
"182.28","LIAI","38","1","2005-05-19","Associate Member","Yvan Loubier"
"182.29","LIAI","38","1","2005-05-19","Associate Member","Richard Marceau"
"182.30","LIAI","38","1","2005-05-19","Associate Member","Réal Ménard"
"182.31","LIAI","38","1","2005-05-19","Associate Member","Denise Poirier-Rivard"
"182.32","LIAI","38","1","2005-05-19","Associate Member","Benoît Sauvageau"
"182.33","LIAI","38","1","2005-05-19","Associate Member","Caroline St-Hilaire"
"182.34","LIAI","38","1","2005-05-19","Associate Member","Ed Broadbent"
"182.35","LIAI","38","1","2005-05-19","Associate Member","Jean Crowder"
"182.36","LIAI","38","1","2005-05-19","Associate Member","Yvon Godin"
"182.37","LIAI","38","1","2005-05-19","Associate Member","Pat Martin"
"182.38","LIAI","38","1","2005-05-19","Associate Member","Peter Stoffer"
"182.39","LIAI","38","1","2005-05-19","Associate Member","Mark Holland"
"182.40","LIAI","38","1","2005-05-19","Associate Member","Derek Lee"
"182.41","LIAI","38","1","2005-05-19","Associate Member","Lynn Myers"
"182.42","LIAI","38","1","2005-05-19","Associate Member","Paul Szabo"
"183.1","LIAI","38","1","2005-06-06","Associate Member","Garry Breitkreuz"
"183.2","LIAI","38","1","2005-06-06","Associate Member","Rick Casson"
"183.3","LIAI","38","1","2005-06-06","Associate Member","Paul Forseth"
"183.4","LIAI","38","1","2005-06-06","Associate Member","Jim Gouk"
"183.5","LIAI","38","1","2005-06-06","Associate Member","Nina Grewal"
"183.6","LIAI","38","1","2005-06-06","Associate Member","Jeremy Harrison"
"183.7","LIAI","38","1","2005-06-06","Associate Member","Dale Johnston"
"183.8","LIAI","38","1","2005-06-06","Associate Member","Gerald Keddy"
"183.9","LIAI","38","1","2005-06-06","Associate Member","Inky Mark"
"183.10","LIAI","38","1","2005-06-06","Associate Member","Rob Merrifield"
"183.11","LIAI","38","1","2005-06-06","Associate Member","Charlie Penson"
"183.12","LIAI","38","1","2005-06-06","Associate Member","Pierre Poilievre"
"183.13","LIAI","38","1","2005-06-06","Associate Member","Lee Richardson"
"183.14","LIAI","38","1","2005-06-06","Associate Member","Gerry Ritz"
"183.15","LIAI","38","1","2005-06-06","Associate Member","Gary Schellenberger"
"183.16","LIAI","38","1","2005-06-06","Associate Member","Werner Schmidt"
"183.17","LIAI","38","1","2005-06-06","Associate Member","Kevin Sorenson"
"183.18","LIAI","38","1","2005-06-06","Associate Member","Claude Bachand"
"183.19","LIAI","38","1","2005-06-06","Associate Member","Bernard Bigras"
"183.20","LIAI","38","1","2005-06-06","Associate Member","Bernard Cleary"
"183.21","LIAI","38","1","2005-06-06","Associate Member","Paul Crête"
"183.22","LIAI","38","1","2005-06-06","Associate Member","Meili Faille"
"183.23","LIAI","38","1","2005-06-06","Associate Member","Christiane Gagnon"
"183.24","LIAI","38","1","2005-06-06","Associate Member","Monique Guay"
"183.25","LIAI","38","1","2005-06-06","Associate Member","Michel Guimond"
"183.26","LIAI","38","1","2005-06-06","Associate Member","Maka Kotto"
"183.27","LIAI","38","1","2005-06-06","Associate Member","Francine Lalonde"
"183.28","LIAI","38","1","2005-06-06","Associate Member","Yvan Loubier"
"183.29","LIAI","38","1","2005-06-06","Associate Member","Richard Marceau"
"183.30","LIAI","38","1","2005-06-06","Associate Member","Réal Ménard"
"183.31","LIAI","38","1","2005-06-06","Associate Member","Denise Poirier-Rivard"
"183.32","LIAI","38","1","2005-06-06","Associate Member","Benoît Sauvageau"
"183.33","LIAI","38","1","2005-06-06","Associate Member","Caroline St-Hilaire"
"183.34","LIAI","38","1","2005-06-06","Associate Member","Ed Broadbent"
"183.35","LIAI","38","1","2005-06-06","Associate Member","Jean Crowder"
"183.36","LIAI","38","1","2005-06-06","Associate Member","Yvon Godin"
"183.37","LIAI","38","1","2005-06-06","Associate Member","Pat Martin"
"183.38","LIAI","38","1","2005-06-06","Associate Member","Peter Stoffer"
"183.39","LIAI","38","1","2005-06-06","Associate Member","Mark Holland"
"183.40","LIAI","38","1","2005-06-06","Associate Member","Derek Lee"
"183.41","LIAI","38","1","2005-06-06","Associate Member","Lynn Myers"
"183.42","LIAI","38","1","2005-06-06","Associate Member","Paul Szabo"
"184.1","LIAI","38","1","2005-06-07","Associate Member","Garry Breitkreuz"
"184.2","LIAI","38","1","2005-06-07","Associate Member","Rick Casson"
"184.3","LIAI","38","1","2005-06-07","Associate Member","Paul Forseth"
"184.4","LIAI","38","1","2005-06-07","Associate Member","Jim Gouk"
"184.5","LIAI","38","1","2005-06-07","Associate Member","Nina Grewal"
"184.6","LIAI","38","1","2005-06-07","Associate Member","Jeremy Harrison"
"184.7","LIAI","38","1","2005-06-07","Associate Member","Dale Johnston"
"184.8","LIAI","38","1","2005-06-07","Associate Member","Gerald Keddy"
"184.9","LIAI","38","1","2005-06-07","Associate Member","Inky Mark"
"184.10","LIAI","38","1","2005-06-07","Associate Member","Rob Merrifield"
"184.11","LIAI","38","1","2005-06-07","Associate Member","Charlie Penson"
"184.12","LIAI","38","1","2005-06-07","Associate Member","Pierre Poilievre"
"184.13","LIAI","38","1","2005-06-07","Associate Member","Lee Richardson"
"184.14","LIAI","38","1","2005-06-07","Associate Member","Gerry Ritz"
"184.15","LIAI","38","1","2005-06-07","Associate Member","Gary Schellenberger"
"184.16","LIAI","38","1","2005-06-07","Associate Member","Werner Schmidt"
"184.17","LIAI","38","1","2005-06-07","Associate Member","Kevin Sorenson"
"184.18","LIAI","38","1","2005-06-07","Associate Member","Claude Bachand"
"184.19","LIAI","38","1","2005-06-07","Associate Member","Bernard Bigras"
"184.20","LIAI","38","1","2005-06-07","Associate Member","Bernard Cleary"
"184.21","LIAI","38","1","2005-06-07","Associate Member","Paul Crête"
"184.22","LIAI","38","1","2005-06-07","Associate Member","Meili Faille"
"184.23","LIAI","38","1","2005-06-07","Associate Member","Christiane Gagnon"
"184.24","LIAI","38","1","2005-06-07","Associate Member","Monique Guay"
"184.25","LIAI","38","1","2005-06-07","Associate Member","Michel Guimond"
"184.26","LIAI","38","1","2005-06-07","Associate Member","Maka Kotto"
"184.27","LIAI","38","1","2005-06-07","Associate Member","Francine Lalonde"
"184.28","LIAI","38","1","2005-06-07","Associate Member","Yvan Loubier"
"184.29","LIAI","38","1","2005-06-07","Associate Member","Richard Marceau"
"184.30","LIAI","38","1","2005-06-07","Associate Member","Réal Ménard"
"184.31","LIAI","38","1","2005-06-07","Associate Member","Denise Poirier-Rivard"
"184.32","LIAI","38","1","2005-06-07","Associate Member","Benoît Sauvageau"
"184.33","LIAI","38","1","2005-06-07","Associate Member","Caroline St-Hilaire"
"184.34","LIAI","38","1","2005-06-07","Associate Member","Ed Broadbent"
"184.35","LIAI","38","1","2005-06-07","Associate Member","Jean Crowder"
"184.36","LIAI","38","1","2005-06-07","Associate Member","Yvon Godin"
"184.37","LIAI","38","1","2005-06-07","Associate Member","Pat Martin"
"184.38","LIAI","38","1","2005-06-07","Associate Member","Peter Stoffer"
"184.39","LIAI","38","1","2005-06-07","Associate Member","Mark Holland"
"184.40","LIAI","38","1","2005-06-07","Associate Member","Derek Lee"
"184.41","LIAI","38","1","2005-06-07","Associate Member","Lynn Myers"
"184.42","LIAI","38","1","2005-06-07","Associate Member","Paul Szabo"
"185.1","LIAI","38","1","2005-06-15","Associate Member","Garry Breitkreuz"
"185.2","LIAI","38","1","2005-06-15","Associate Member","Rick Casson"
"185.3","LIAI","38","1","2005-06-15","Associate Member","Paul Forseth"
"185.4","LIAI","38","1","2005-06-15","Associate Member","Jim Gouk"
"185.5","LIAI","38","1","2005-06-15","Associate Member","Nina Grewal"
"185.6","LIAI","38","1","2005-06-15","Associate Member","Jeremy Harrison"
"185.7","LIAI","38","1","2005-06-15","Associate Member","Dale Johnston"
"185.8","LIAI","38","1","2005-06-15","Associate Member","Gerald Keddy"
"185.9","LIAI","38","1","2005-06-15","Associate Member","Inky Mark"
"185.10","LIAI","38","1","2005-06-15","Associate Member","Rob Merrifield"
"185.11","LIAI","38","1","2005-06-15","Associate Member","Charlie Penson"
"185.12","LIAI","38","1","2005-06-15","Associate Member","Pierre Poilievre"
"185.13","LIAI","38","1","2005-06-15","Associate Member","Lee Richardson"
"185.14","LIAI","38","1","2005-06-15","Associate Member","Gerry Ritz"
"185.15","LIAI","38","1","2005-06-15","Associate Member","Gary Schellenberger"
"185.16","LIAI","38","1","2005-06-15","Associate Member","Werner Schmidt"
"185.17","LIAI","38","1","2005-06-15","Associate Member","Kevin Sorenson"
"185.18","LIAI","38","1","2005-06-15","Associate Member","Claude Bachand"
"185.19","LIAI","38","1","2005-06-15","Associate Member","Bernard Bigras"
"185.20","LIAI","38","1","2005-06-15","Associate Member","Bernard Cleary"
"185.21","LIAI","38","1","2005-06-15","Associate Member","Paul Crête"
"185.22","LIAI","38","1","2005-06-15","Associate Member","Meili Faille"
"185.23","LIAI","38","1","2005-06-15","Associate Member","Christiane Gagnon"
"185.24","LIAI","38","1","2005-06-15","Associate Member","Monique Guay"
"185.25","LIAI","38","1","2005-06-15","Associate Member","Michel Guimond"
"185.26","LIAI","38","1","2005-06-15","Associate Member","Maka Kotto"
"185.27","LIAI","38","1","2005-06-15","Associate Member","Francine Lalonde"
"185.28","LIAI","38","1","2005-06-15","Associate Member","Yvan Loubier"
"185.29","LIAI","38","1","2005-06-15","Associate Member","Richard Marceau"
"185.30","LIAI","38","1","2005-06-15","Associate Member","Réal Ménard"
"185.31","LIAI","38","1","2005-06-15","Associate Member","Denise Poirier-Rivard"
"185.32","LIAI","38","1","2005-06-15","Associate Member","Benoît Sauvageau"
"185.33","LIAI","38","1","2005-06-15","Associate Member","Caroline St-Hilaire"
"185.34","LIAI","38","1","2005-06-15","Associate Member","Ed Broadbent"
"185.35","LIAI","38","1","2005-06-15","Associate Member","Jean Crowder"
"185.36","LIAI","38","1","2005-06-15","Associate Member","Yvon Godin"
"185.37","LIAI","38","1","2005-06-15","Associate Member","Pat Martin"
"185.38","LIAI","38","1","2005-06-15","Associate Member","Peter Stoffer"
"185.39","LIAI","38","1","2005-06-15","Associate Member","Mark Holland"
"185.40","LIAI","38","1","2005-06-15","Associate Member","Derek Lee"
"185.41","LIAI","38","1","2005-06-15","Associate Member","Lynn Myers"
"185.42","LIAI","38","1","2005-06-15","Associate Member","Paul Szabo"
"186.1","LIAI","38","1","2005-10-07","Associate Member","Michel Guimond"
"186.2","LIAI","38","1","2005-10-07","Associate Member","Yvan Loubier"
"186.3","LIAI","38","1","2005-10-07","Associate Member","Dale Johnston"
"186.4","LIAI","38","1","2005-10-07","Associate Member","Charlie Penson"
"187.1","LIAI","38","1","2005-10-17","Associate Member","André Bellavance"
"187.2","LIAI","38","1","2005-10-17","Associate Member","Michel Guimond"
